customer_id,active_loans,aum,avg_rate,max_dpd,policy_active,annual_premium,cross_sell_eligible,priority_score
C102280,1,1053972.0,13.02,67,True,41584.0,0,33.12
C104003,1,210929.0,10.94,87,False,0.0,1,33.09
C103121,4,2650563.0,12.962499999999999,37,False,0.0,1,33.08
C103077,1,4745583.0,9.29,5,False,0.0,1,33.01
C101465,5,3714346.0,13.830000000000002,15,True,38377.0,0,33.0
C101540,3,4280967.0,10.549999999999999,11,False,0.0,1,32.97
C104452,3,2189138.0,10.096666666666666,51,False,0.0,1,32.91
C103234,2,1989618.0,9.95,55,False,0.0,1,32.9
C100234,5,1866248.0,12.516,52,False,0.0,1,32.89
C103395,4,1692328.0,13.995,52,False,0.0,1,32.83
C104491,3,822131.0,11.716666666666667,73,True,36536.0,0,32.82
C101519,5,3727512.0,13.372,15,False,0.0,1,32.8
C100750,2,1610236.0,12.690000000000001,56,False,0.0,1,32.76
C104404,2,4647624.0,11.219999999999999,2,False,0.0,1,32.75
C100963,1,4880086.0,8.12,4,False,0.0,1,32.75
C101046,3,4149614.0,9.903333333333334,14,True,8053.0,0,32.74
C101508,3,4125241.0,9.63,15,False,0.0,1,32.73
C103008,3,3785311.0,10.27,20,True,35053.0,0,32.71
C102005,3,4417401.0,10.780000000000001,7,False,0.0,1,32.69
C101337,1,719690.0,20.7,56,False,0.0,1,32.69
C102679,1,256225.0,9.73,87,False,0.0,1,32.62
C100354,1,402180.0,13.25,77,False,0.0,1,32.61
C103351,2,4511370.0,9.760000000000002,7,False,0.0,1,32.59
C103575,3,1020174.0,16.313333333333333,59,True,36832.0,0,32.58
C101442,2,1155540.0,16.544999999999998,56,False,0.0,1,32.58
C101092,6,3911990.0,14.659999999999998,8,False,0.0,1,32.54
C104391,1,737261.0,12.89,71,False,0.0,1,32.48
C102807,2,3482784.0,15.99,13,False,0.0,1,32.45
C102956,3,1853692.0,9.896666666666667,56,False,0.0,1,32.42
C102415,3,1818411.0,9.633333333333333,57,False,0.0,1,32.36
C100610,3,3934808.0,13.643333333333333,9,False,0.0,1,32.35
C103730,2,541708.0,14.885,70,False,0.0,1,32.31
C101853,2,1542757.0,15.809999999999999,49,False,0.0,1,32.22
C102610,4,3544790.0,12.6025,18,True,34947.0,0,32.21
C101984,1,2471142.0,10.22,43,False,0.0,1,32.2
C102413,1,4210364.0,10.38,10,False,0.0,1,32.19
C102408,2,4661886.0,10.155000000000001,2,False,0.0,1,32.19
C101503,1,398075.0,10.14,82,False,0.0,1,32.18
C103310,3,890872.0,16.813333333333333,59,False,0.0,1,32.17
C102660,2,1352072.0,13.085,58,False,0.0,1,32.17
C100582,2,4007535.0,14.129999999999999,6,False,0.0,1,32.16
C102927,1,2490529.0,10.41,42,False,0.0,1,32.13
C100616,1,237826.0,21.71,61,False,0.0,1,32.12
C101068,2,3738291.0,14.485,10,False,0.0,1,32.07
C104996,2,4046106.0,13.545,6,True,26933.0,0,32.02
C104141,1,511616.0,21.86,55,False,0.0,1,31.96
C101860,3,2216658.0,11.663333333333332,44,False,0.0,1,31.96
C100133,1,3987445.0,9.58,15,False,0.0,1,31.95
C104569,3,817637.0,17.063333333333333,59,False,0.0,1,31.92
C100310,4,1363250.0,14.035,55,False,0.0,1,31.92
C100609,3,2958567.0,11.133333333333333,31,False,0.0,1,31.91
C103907,1,4358893.0,9.52,8,False,0.0,1,31.9
C102738,2,910739.0,20.075,51,True,26923.0,0,31.9
C104893,1,1005733.0,16.27,57,False,0.0,1,31.89
C103178,1,4462339.0,10.0,5,True,14997.0,0,31.88
C100355,5,3798307.0,12.16,13,False,0.0,1,31.88
C100635,3,2054383.0,13.01,44,True,15302.0,0,31.88
C101152,3,1891266.0,14.966666666666669,43,False,0.0,1,31.87
C101107,2,1482883.0,14.280000000000001,52,True,15136.0,0,31.85
C102200,1,210500.0,11.29,82,False,0.0,1,31.84
C100178,3,3746597.0,14.450000000000001,9,True,33424.0,0,31.8
C103079,4,2310907.0,12.395000000000001,40,False,0.0,1,31.75
C104353,3,1802070.0,12.663333333333334,49,False,0.0,1,31.75
C102285,1,3218120.0,8.48,31,False,0.0,1,31.74
C104519,3,2157574.0,13.26,41,False,0.0,1,31.72
C101167,3,1247550.0,14.743333333333334,55,False,0.0,1,31.72
C102304,4,2785078.0,14.3125,27,True,20279.0,0,31.71
C103960,1,612469.0,21.02,54,False,0.0,1,31.71
C101210,3,585572.0,15.83,65,True,29054.0,0,31.66
C104887,3,2757233.0,11.503333333333332,33,True,36210.0,0,31.62
C103392,5,3867467.0,10.068000000000001,15,False,0.0,1,31.58
C104619,3,1935735.0,15.533333333333331,40,False,0.0,1,31.58
C101165,4,3772439.0,11.3975,14,False,0.0,1,31.57
C104484,1,1997338.0,11.0,48,False,0.0,1,31.53
C104988,1,1585401.0,11.34,55,True,44588.0,0,31.52
C100776,1,329505.0,13.56,74,True,38076.0,0,31.52
C104318,2,2026011.0,11.120000000000001,47,False,0.0,1,31.47
C103218,1,396498.0,15.29,69,False,0.0,1,31.47
C102463,2,1934549.0,12.44,46,False,0.0,1,31.47
C100625,3,3925555.0,9.333333333333334,15,False,0.0,1,31.46
C104351,3,3430549.0,13.853333333333333,15,False,0.0,1,31.46
C101608,4,3317965.0,15.342500000000001,14,True,12791.0,0,31.45
C103384,3,1290492.0,12.666666666666666,57,False,0.0,1,31.29
C104389,2,2220840.0,15.349999999999998,34,False,0.0,1,31.28
C101630,2,4364555.0,9.895,5,True,4277.0,0,31.28
C100319,3,3467094.0,14.123333333333335,13,False,0.0,1,31.24
C100915,3,1834617.0,15.396666666666667,41,True,7601.0,0,31.24
C101170,4,779348.0,16.195,59,False,0.0,1,31.19
C103096,2,3731683.0,12.085,12,False,0.0,1,31.18
C103142,2,1219246.0,17.509999999999998,48,True,39765.0,0,31.18
C100717,1,2662049.0,12.6,31,False,0.0,1,31.17
C104963,1,3794720.0,10.05,15,False,0.0,1,31.17
C100822,1,142274.0,15.62,72,False,0.0,1,31.15
C101416,1,3971041.0,8.89,14,False,0.0,1,31.15
C104644,1,576246.0,12.15,71,True,34679.0,0,31.15
C102031,1,330426.0,9.02,82,False,0.0,1,31.14
C102991,1,955176.0,14.34,59,True,24059.0,0,31.04
C101598,1,3953088.0,8.37,15,True,16104.0,0,31.03
C101452,3,3843829.0,10.763333333333334,12,False,0.0,1,31.0
C103814,2,4073071.0,11.1,7,True,32362.0,0,30.99
C102082,3,3420883.0,14.023333333333333,13,False,0.0,1,30.93
C104868,2,592942.0,10.635,73,False,0.0,1,30.92
C101959,2,530094.0,12.165,71,False,0.0,1,30.91
C104987,3,2036778.0,12.993333333333334,41,False,0.0,1,30.9
C103024,4,1843533.0,13.1675,44,True,37237.0,0,30.82
C104342,2,3724575.0,13.01,9,True,29005.0,0,30.82
C104246,3,3391871.0,13.61,14,False,0.0,1,30.81
C103749,3,1454611.0,16.7,44,False,0.0,1,30.81
C103613,2,1582302.0,9.155000000000001,57,True,19921.0,0,30.78
C103930,1,200420.0,17.85,65,True,44911.0,0,30.77
C100409,5,1369306.0,10.504000000000001,58,True,31509.0,0,30.71
C100649,1,2336308.0,9.9,41,False,0.0,1,30.69
C104853,2,294950.0,14.385,70,False,0.0,1,30.66
C104857,1,632020.0,15.66,61,False,0.0,1,30.65
C102516,2,4249282.0,10.29,4,False,0.0,1,30.6
C104966,3,1339815.0,12.899999999999999,53,False,0.0,1,30.53
C102386,2,3599719.0,13.59,9,False,0.0,1,30.48
C100111,2,543900.0,17.634999999999998,58,True,38597.0,0,30.47
C102460,2,739576.0,15.745000000000001,58,False,0.0,1,30.41
C104327,1,978675.0,14.53,56,False,0.0,1,30.41
C101381,4,3633082.0,11.71,12,True,12335.0,0,30.41
C104779,2,1310547.0,11.45,56,False,0.0,1,30.38
C104535,1,4213841.0,10.73,3,True,12137.0,0,30.38
C101344,3,2126211.0,14.229999999999999,35,False,0.0,1,30.38
C104961,3,3583052.0,11.123333333333333,14,True,14644.0,0,30.37
C104795,1,179782.0,21.23,57,False,0.0,1,30.35
C101928,2,1573582.0,10.94,52,False,0.0,1,30.34
C103440,3,2743150.0,11.42,29,False,0.0,1,30.32
C103934,2,3887364.0,13.565,3,False,0.0,1,30.29
C103594,3,2251602.0,11.946666666666667,37,False,0.0,1,30.28
C103937,3,3863876.0,12.793333333333331,5,True,27159.0,0,30.28
C103562,3,1632022.0,13.183333333333332,46,False,0.0,1,30.26
C101649,3,3400669.0,16.003333333333334,7,False,0.0,1,30.26
C102431,3,1458628.0,13.276666666666666,49,True,11766.0,0,30.24
C101342,4,3168381.0,15.1225,13,False,0.0,1,30.21
C104520,2,3500207.0,11.600000000000001,14,False,0.0,1,30.2
C101201,2,2619563.0,14.774999999999999,24,True,35885.0,0,30.2
C104822,5,2299584.0,13.292000000000002,33,False,0.0,1,30.19
C104743,5,3521313.0,11.876000000000001,13,True,6790.0,0,30.19
C104739,4,3603655.0,11.5975,12,False,0.0,1,30.18
C103475,4,794246.0,15.8125,56,True,44583.0,0,30.17
C104637,1,2336892.0,8.53,42,False,0.0,1,30.16
C102013,3,3380217.0,12.123333333333335,15,False,0.0,1,30.15
C104630,3,3689067.0,12.186666666666667,9,False,0.0,1,30.13
C102752,3,1065642.0,13.733333333333334,55,True,39579.0,0,30.11
C100218,1,2871400.0,9.88,29,False,0.0,1,30.1
C100548,1,295338.0,9.03,79,True,21334.0,0,30.08
C104835,2,3195950.0,15.635,11,False,0.0,1,30.08
C104085,1,1727191.0,12.49,45,True,10740.0,0,30.07
C101967,2,1153265.0,15.27,50,False,0.0,1,30.06
C102098,4,806049.0,15.0425,57,True,13110.0,0,30.06
C100051,3,3130013.0,14.663333333333334,14,False,0.0,1,30.01
C100568,2,2147998.0,11.8,38,True,4676.0,0,29.92
C103521,2,1403194.0,17.04,41,False,0.0,1,29.86
C104969,1,3954550.0,8.82,10,False,0.0,1,29.85
C100832,3,3383139.0,11.603333333333333,15,False,0.0,1,29.85
C100803,3,3588824.0,13.076666666666668,8,False,0.0,1,29.82
C103280,1,3823195.0,10.88,8,True,23762.0,0,29.79
C102228,4,3111048.0,13.955,15,False,0.0,1,29.78
C102537,1,448944.0,9.57,74,False,0.0,1,29.78
C100016,3,3462455.0,11.219999999999999,14,False,0.0,1,29.77
C100175,4,3283708.0,14.795,10,False,0.0,1,29.77
C100365,1,3820050.0,10.86,8,False,0.0,1,29.76
C101314,3,1543591.0,12.573333333333332,47,True,13592.0,0,29.7
C101832,4,1303521.0,14.745,47,False,0.0,1,29.69
C104724,2,3331948.0,13.675,11,False,0.0,1,29.65
C101619,1,2251850.0,8.92,41,True,5061.0,0,29.64
C101883,1,1017379.0,14.82,52,False,0.0,1,29.63
C101605,2,1086802.0,12.725,55,False,0.0,1,29.62
C104371,1,591689.0,17.2,55,False,0.0,1,29.6
C104140,4,3267599.0,13.6875,12,True,9070.0,0,29.6
C102515,3,2002524.0,12.496666666666668,38,False,0.0,1,29.54
C100639,1,2567398.0,9.74,33,False,0.0,1,29.52
C100850,2,1287262.0,12.65,51,False,0.0,1,29.51
C104197,2,3812142.0,11.48,6,False,0.0,1,29.5
C101487,2,3811585.0,10.995000000000001,7,False,0.0,1,29.5
C100049,1,989000.0,14.37,53,True,32782.0,0,29.49
C101922,1,4004510.0,10.16,5,False,0.0,1,29.47
C101284,1,371156.0,17.01,59,False,0.0,1,29.45
C103221,1,169471.0,21.75,53,False,0.0,1,29.44
C102933,3,3248731.0,12.543333333333331,14,True,21449.0,0,29.39
C101710,3,1826291.0,11.803333333333333,42,False,0.0,1,29.33
C101074,3,3494857.0,13.6,7,False,0.0,1,29.33
C104579,5,2757738.0,14.006,20,False,0.0,1,29.33
C103517,2,1300168.0,12.69,50,False,0.0,1,29.31
C102720,2,535677.0,15.774999999999999,58,False,0.0,1,29.31
C104272,2,3536368.0,12.195,9,False,0.0,1,29.3
C104798,1,629018.0,12.92,62,False,0.0,1,29.28
C103917,1,1619390.0,11.66,46,False,0.0,1,29.28
C104286,1,59393.0,20.06,58,False,0.0,1,29.28
C100528,4,3356212.0,10.8775,15,False,0.0,1,29.27
C102365,2,1091475.0,14.02,51,False,0.0,1,29.26
C103405,4,3392185.0,11.945,12,False,0.0,1,29.23
C104538,1,1895934.0,10.96,42,False,0.0,1,29.2
C104488,2,1759971.0,9.73,47,False,0.0,1,29.18
C101051,1,3652389.0,10.45,10,True,42271.0,0,29.18
C101458,3,3158806.0,12.51,15,True,30797.0,0,29.17
C101574,1,715405.0,17.29,51,False,0.0,1,29.16
C104897,6,3158069.0,12.975,14,False,0.0,1,29.15
C100116,3,2220240.0,10.316666666666666,37,False,0.0,1,29.13
C103855,3,3219345.0,11.883333333333333,15,False,0.0,1,29.12
C100518,2,937038.0,14.705,52,True,27720.0,0,29.12
C101233,1,19447.0,19.66,59,True,31719.0,0,29.11
C101411,2,223042.0,13.425,68,False,0.0,1,29.11
C100485,1,104698.0,12.55,72,False,0.0,1,29.1
C100134,3,1571716.0,13.24,43,False,0.0,1,29.09
C102406,4,978266.0,16.6725,47,False,0.0,1,29.07
C103248,2,2811065.0,16.45,13,False,0.0,1,29.05
C100903,1,4016566.0,10.8,2,False,0.0,1,29.05
C101062,1,687725.0,10.48,65,False,0.0,1,29.01
C102776,1,265710.0,17.71,58,False,0.0,1,29.0
C103259,1,3354455.0,10.42,15,True,13272.0,0,28.99
C104621,3,944252.0,15.403333333333334,50,False,0.0,1,28.99
C104065,3,3188452.0,12.353333333333333,14,False,0.0,1,28.95
C100222,3,1356577.0,14.006666666666666,45,False,0.0,1,28.95
C104611,2,3055662.0,14.530000000000001,12,False,0.0,1,28.94
C100569,2,822712.0,17.83,47,False,0.0,1,28.91
C103396,2,2523305.0,17.84,15,False,0.0,1,28.89
C102582,2,981008.0,10.940000000000001,58,False,0.0,1,28.85
C102621,2,1007764.0,15.965,47,False,0.0,1,28.8
C103808,4,3215702.0,13.775,10,False,0.0,1,28.78
C102010,4,2931635.0,13.9175,15,True,10456.0,0,28.77
C101944,3,2263678.0,10.263333333333334,35,False,0.0,1,28.76
C100361,1,485176.0,20.58,47,False,0.0,1,28.71
C103706,2,3308700.0,10.864999999999998,14,False,0.0,1,28.71
C101422,1,3935045.0,9.02,6,True,27608.0,0,28.7
C100805,3,1403565.0,9.743333333333332,52,True,38011.0,0,28.69
C102305,2,696371.0,14.219999999999999,56,False,0.0,1,28.68
C101911,3,615155.0,15.446666666666667,55,False,0.0,1,28.68
C102592,3,600701.0,16.536666666666665,53,False,0.0,1,28.67
C101406,2,1094674.0,18.815,39,True,32823.0,0,28.66
C103629,2,3416318.0,12.715,8,True,32003.0,0,28.66
C103935,2,2986844.0,9.815000000000001,22,False,0.0,1,28.65
C102921,1,3672493.0,9.86,9,True,20782.0,0,28.64
C100186,1,231850.0,21.65,49,True,33200.0,0,28.55
C100317,4,1387177.0,17.425,36,False,0.0,1,28.55
C104415,1,156460.0,12.12,70,False,0.0,1,28.54
C102653,3,2967162.0,13.203333333333333,15,False,0.0,1,28.54
C102213,1,628537.0,14.11,57,True,34022.0,0,28.53
C103301,3,1058258.0,14.523333333333333,48,False,0.0,1,28.51
C102886,2,819985.0,16.685,48,True,23605.0,0,28.5
C102128,2,495136.0,16.189999999999998,55,True,29627.0,0,28.47
C101274,1,3601510.0,9.22,11,False,0.0,1,28.45
C103893,1,1976869.0,11.39,37,False,0.0,1,28.45
C101327,4,815401.0,16.605,48,False,0.0,1,28.43
C100590,1,83529.0,17.43,60,False,0.0,1,28.42
C100161,2,2761428.0,11.45,22,False,0.0,1,28.4
C103742,2,1125758.0,11.235,53,True,26343.0,0,28.36
C102773,3,3774957.0,9.923333333333334,6,False,0.0,1,28.36
C103709,2,482239.0,15.085,57,True,40245.0,0,28.32
C100170,3,1155273.0,14.266666666666666,46,False,0.0,1,28.3
C102368,2,2517458.0,19.33,10,True,30250.0,0,28.29
C101124,2,616759.0,16.155,52,True,34508.0,0,28.24
C104772,2,3248439.0,10.105,15,False,0.0,1,28.22
C104459,3,2725379.0,12.42,20,False,0.0,1,28.2
C102021,2,1926467.0,16.765,26,False,0.0,1,28.19
C102425,2,267272.0,13.440000000000001,64,True,36732.0,0,28.19
C101340,2,3609464.0,10.145,8,False,0.0,1,28.18
C102218,1,522362.0,19.84,46,False,0.0,1,28.18
C101432,1,516670.0,21.83,42,False,0.0,1,28.18
C104919,2,3396814.0,10.125,12,False,0.0,1,28.17
C101021,3,1600969.0,12.413333333333334,41,True,31170.0,0,28.17
C100723,2,1017102.0,12.364999999999998,52,True,14636.0,0,28.15
C104674,2,2901373.0,13.105,15,False,0.0,1,28.12
C100707,2,2263312.0,17.96,17,False,0.0,1,28.12
C100121,5,1677613.0,14.475999999999999,35,True,9864.0,0,28.08
C101259,1,5703.0,19.98,55,False,0.0,1,28.06
C104123,3,2682748.0,15.976666666666667,13,False,0.0,1,28.06
C103205,1,194083.0,14.34,63,False,0.0,1,28.04
C103529,2,3196938.0,10.27,15,False,0.0,1,28.03
C103068,1,1257286.0,14.31,43,False,0.0,1,28.01
C104188,2,3425183.0,10.56,10,False,0.0,1,28.0
C102801,3,1327985.0,15.600000000000001,39,False,0.0,1,28.0
C102646,4,832916.0,14.7525,50,True,22731.0,0,27.99
C102070,1,957337.0,8.23,61,False,0.0,1,27.97
C101971,1,3281789.0,9.39,15,False,0.0,1,27.97
C102910,2,1916249.0,16.475,26,True,42441.0,0,27.96
C100352,1,3514786.0,9.15,11,False,0.0,1,27.94
C102437,1,1305285.0,9.39,52,True,17178.0,0,27.94
C102713,1,843651.0,12.6,54,False,0.0,1,27.93
C103789,2,3136613.0,13.995,8,True,29019.0,0,27.9
C102502,3,2536568.0,12.156666666666666,23,True,12611.0,0,27.89
C102930,3,3357921.0,9.503333333333332,13,False,0.0,1,27.87
C103756,1,1122893.0,12.37,49,True,37559.0,0,27.86
C101141,2,2980986.0,12.395,14,False,0.0,1,27.84
C100220,3,2746026.0,13.94,15,False,0.0,1,27.77
C103843,2,3310536.0,10.23,12,True,7376.0,0,27.76
C103523,2,29270.0,17.265,59,True,7146.0,0,27.73
C103648,2,663950.0,12.885,56,True,24977.0,0,27.7
C100937,4,3186994.0,13.1925,8,True,12158.0,0,27.69
C100690,2,3125780.0,14.719999999999999,6,False,0.0,1,27.69
C100469,1,1157799.0,8.82,55,False,0.0,1,27.67
C101760,1,436881.0,21.21,43,False,0.0,1,27.66
C103256,3,824258.0,12.333333333333334,54,False,0.0,1,27.66
C102076,4,1631195.0,16.619999999999997,30,False,0.0,1,27.65
C102176,3,718586.0,13.716666666666667,53,False,0.0,1,27.62
C104883,2,544998.0,12.34,59,False,0.0,1,27.6
C103561,2,1156432.0,13.05,46,True,24141.0,0,27.58
C102633,4,2739434.0,14.6525,13,True,38441.0,0,27.58
C103434,2,435102.0,14.295,57,False,0.0,1,27.58
C101866,1,89822.0,17.42,57,False,0.0,1,27.57
C101346,2,3772713.0,11.05,1,True,24671.0,0,27.57
C101376,3,3304981.0,11.36,9,False,0.0,1,27.53
C100951,3,1224954.0,12.796666666666667,45,False,0.0,1,27.51
C103900,3,2740830.0,13.563333333333333,15,False,0.0,1,27.51
C101762,4,2518517.0,15.572500000000002,15,True,15625.0,0,27.5
C104403,3,2863678.0,13.87,12,True,32624.0,0,27.5
C103638,2,1317000.0,13.870000000000001,41,False,0.0,1,27.49
C102878,2,2881161.0,12.7,14,False,0.0,1,27.47
C104606,2,2773420.0,14.145,13,False,0.0,1,27.46
C104225,2,2886440.0,12.15,15,False,0.0,1,27.46
C102839,3,2928534.0,12.24,14,False,0.0,1,27.46
C103568,2,287744.0,15.879999999999999,56,False,0.0,1,27.44
C100433,2,987013.0,10.434999999999999,54,False,0.0,1,27.41
C103885,1,2834075.0,12.94,14,False,0.0,1,27.36
C103677,4,1385188.0,12.955,41,False,0.0,1,27.31
C101514,1,328301.0,16.71,53,False,0.0,1,27.28
C102511,3,2996006.0,11.81,13,False,0.0,1,27.28
C100942,3,2770110.0,13.86,13,False,0.0,1,27.27
C101164,2,1479782.0,11.985,41,False,0.0,1,27.25
C102267,3,1017816.0,11.79,50,False,0.0,1,27.23
C100184,1,300919.0,14.91,57,False,0.0,1,27.22
C100753,1,2110364.0,14.92,23,True,42318.0,0,27.21
C100948,1,484192.0,18.57,46,False,0.0,1,27.21
C102251,3,2627998.0,15.513333333333335,12,True,11667.0,0,27.19
C102274,1,1741902.0,9.0,42,False,0.0,1,27.18
C103058,2,1895183.0,12.879999999999999,31,False,0.0,1,27.14
C104445,2,695006.0,14.105,51,True,34296.0,0,27.14
C103162,2,2935133.0,13.594999999999999,10,True,11007.0,0,27.14
C104390,3,1127945.0,12.563333333333333,46,True,26914.0,0,27.13
C101429,4,1481395.0,14.6725,35,True,27734.0,0,27.12
C100427,2,2201112.0,10.524999999999999,30,False,0.0,1,27.11
C104322,2,1073188.0,10.115,52,False,0.0,1,27.11
C104473,3,556321.0,11.38,59,False,0.0,1,27.08
C104200,3,2850140.0,13.753333333333332,11,False,0.0,1,27.06
C100902,2,2908801.0,14.665,8,False,0.0,1,27.05
C100769,1,530919.0,13.98,54,False,0.0,1,27.04
C103538,1,268189.0,15.87,55,False,0.0,1,27.03
C101258,2,3060561.0,10.805,13,False,0.0,1,27.03
C101690,4,791682.0,13.5125,50,True,28200.0,0,27.02
C103185,3,2874796.0,12.49,13,False,0.0,1,27.02
C100454,2,2635067.0,14.645,13,False,0.0,1,27.0
C102094,1,3553015.0,11.04,3,False,0.0,1,26.95
C100939,4,2124589.0,13.365,25,True,6925.0,0,26.94
C101681,2,667432.0,16.4,46,True,23377.0,0,26.91
C103150,1,3019700.0,11.46,12,True,11161.0,0,26.9
C103113,3,2562667.0,14.593333333333334,14,True,42541.0,0,26.87
C100853,1,314225.0,17.13,51,False,0.0,1,26.87
C102504,2,1956545.0,15.265,24,True,27288.0,0,26.87
C101938,1,186801.0,19.72,48,True,39215.0,0,26.85
C101581,1,870141.0,9.09,57,False,0.0,1,26.84
C104441,4,3022693.0,13.245,8,False,0.0,1,26.82
C101727,5,2717038.0,14.051999999999998,12,False,0.0,1,26.8
C104081,2,2129974.0,18.405,14,False,0.0,1,26.78
C100406,3,2734038.0,13.356666666666667,13,False,0.0,1,26.77
C101008,4,2523000.0,14.6625,14,False,0.0,1,26.69
C104714,2,2579823.0,14.125,14,False,0.0,1,26.68
C104073,3,2630397.0,14.093333333333334,13,True,20567.0,0,26.64
C100931,2,881696.0,14.0,46,False,0.0,1,26.64
C100081,4,2117711.0,16.795,17,False,0.0,1,26.63
C104560,2,3451269.0,11.915,2,True,15353.0,0,26.62
C103682,3,832140.0,13.899999999999999,47,False,0.0,1,26.6
C104728,2,1597286.0,11.775,37,False,0.0,1,26.6
C103563,1,147496.0,17.21,53,True,40069.0,0,26.59
C101417,2,694239.0,14.134999999999998,49,False,0.0,1,26.57
C103126,1,3282525.0,8.95,11,False,0.0,1,26.54
C100026,4,2462211.0,14.465,15,True,8623.0,0,26.53
C104811,2,438220.0,14.445,53,False,0.0,1,26.52
C100269,2,590534.0,15.965,47,False,0.0,1,26.52
C103840,1,1193491.0,16.29,35,True,30018.0,0,26.51
C103116,3,2732901.0,12.450000000000001,14,True,15924.0,0,26.51
C102670,2,728230.0,11.754999999999999,53,False,0.0,1,26.5
C101975,3,739749.0,13.540000000000001,49,True,22962.0,0,26.46
C102727,1,209566.0,20.28,45,False,0.0,1,26.44
C102038,3,2912766.0,10.69,14,True,40445.0,0,26.44
C100155,5,2595326.0,14.038,13,False,0.0,1,26.42
C103423,1,24230.0,16.56,56,False,0.0,1,26.4
C103536,4,2633576.0,12.665,15,False,0.0,1,26.39
C101634,2,195092.0,19.34,47,False,0.0,1,26.38
C100873,1,3870954.0,8.64,0,True,33920.0,0,26.37
C102749,2,2602821.0,9.515,22,True,27028.0,0,26.37
C102223,2,3178076.0,9.605,11,True,17521.0,0,26.37
C104240,2,334582.0,16.57,50,False,0.0,1,26.36
C100103,3,2654850.0,15.303333333333333,9,False,0.0,1,26.34
C104163,4,2805711.0,11.4725,14,False,0.0,1,26.32
C100226,2,3232725.0,9.515,10,False,0.0,1,26.32
C103334,4,2906248.0,12.465,10,True,17411.0,0,26.3
C102981,1,1319943.0,10.39,44,False,0.0,1,26.29
C103635,2,2629161.0,13.515,13,False,0.0,1,26.29
C104028,3,1969291.0,11.726666666666667,29,False,0.0,1,26.27
C102124,2,380943.0,14.55,53,False,0.0,1,26.27
C100293,3,403047.0,16.286666666666665,49,False,0.0,1,26.27
C100983,3,2675982.0,12.043333333333335,15,True,32930.0,0,26.25
C100173,1,513981.0,15.24,49,False,0.0,1,26.25
C103904,2,3633499.0,9.620000000000001,2,False,0.0,1,26.24
C101168,2,153480.0,18.505000000000003,49,False,0.0,1,26.23
C102734,3,612619.0,12.843333333333334,52,True,44618.0,0,26.23
C102804,1,445839.0,10.95,59,False,0.0,1,26.22
C100735,4,2832957.0,13.4825,9,False,0.0,1,26.22
C101453,1,463340.0,14.17,52,False,0.0,1,26.2
C101981,3,1582035.0,14.166666666666666,31,True,10100.0,0,26.2
C104522,2,2712377.0,15.485,7,True,22314.0,0,26.18
C100274,2,638242.0,13.99,49,True,4346.0,0,26.18
C104366,1,72880.0,16.24,55,False,0.0,1,26.18
C103459,3,3126443.0,10.733333333333334,9,False,0.0,1,26.18
C100512,4,2411049.0,14.317499999999999,15,False,0.0,1,26.16
C100189,4,2437556.0,14.0325,15,False,0.0,1,26.14
C102719,1,3167120.0,8.82,12,False,0.0,1,26.13
C100510,2,400660.0,11.190000000000001,59,False,0.0,1,26.12
C100801,2,2969495.0,10.559999999999999,12,True,25594.0,0,26.09
C103120,3,2260051.0,12.656666666666666,21,True,37887.0,0,26.09
C102667,2,2795640.0,12.14,12,False,0.0,1,26.08
C104846,3,2833297.0,11.763333333333334,12,True,8295.0,0,26.07
C103870,1,635586.0,11.87,53,False,0.0,1,26.06
C103165,2,495273.0,15.08,49,False,0.0,1,26.05
C102201,1,153203.0,14.8,56,False,0.0,1,26.05
C102333,2,380479.0,17.09,47,False,0.0,1,26.04
C104422,2,1603016.0,10.305,38,False,0.0,1,26.04
C104223,3,3031158.0,12.313333333333333,7,True,9594.0,0,26.02
C104023,2,511467.0,9.98,59,False,0.0,1,26.0
C102614,2,2539229.0,12.87,15,False,0.0,1,25.99
C101796,4,2675438.0,12.59,13,True,6171.0,0,25.99
C104451,1,359130.0,12.8,56,False,0.0,1,25.98
C103097,1,840432.0,12.26,48,False,0.0,1,25.96
C101917,1,2994150.0,10.59,11,True,10411.0,0,25.95
C100758,2,1172554.0,14.575,37,True,16498.0,0,25.95
C100391,2,484463.0,11.594999999999999,56,False,0.0,1,25.94
C103353,3,595977.0,14.466666666666667,48,False,0.0,1,25.94
C100746,3,2168750.0,17.113333333333333,13,True,36062.0,0,25.93
C100137,2,2396444.0,16.965,9,False,0.0,1,25.92
C104573,2,1484886.0,12.155000000000001,36,False,0.0,1,25.92
C100376,3,2550574.0,16.03,8,False,0.0,1,25.91
C100597,1,2943490.0,10.0,13,False,0.0,1,25.9
C104515,1,1094338.0,14.69,38,False,0.0,1,25.89
C100562,2,2379595.0,11.21,21,False,0.0,1,25.87
C102796,2,1136897.0,13.759999999999998,39,False,0.0,1,25.85
C104768,3,2288365.0,14.843333333333332,15,False,0.0,1,25.81
C102669,3,1296661.0,10.756666666666666,42,False,0.0,1,25.8
C102401,4,2369343.0,15.4825,12,False,0.0,1,25.76
C103569,1,3121937.0,10.56,8,False,0.0,1,25.76
C104202,2,1983597.0,17.535,15,False,0.0,1,25.75
C103406,5,2744411.0,11.052000000000001,14,False,0.0,1,25.74
C102526,4,2488341.0,13.364999999999998,14,True,26039.0,0,25.72
C100151,1,44793.0,19.1,48,True,32582.0,0,25.71
