repayment_id,loan_id,due_date,amount_due,amount_paid,payment_status
R301243,L201243,2024-07-14,29694.0,23887.0,Partial
R301244,L201244,2026-11-19,84271.0,77777.0,Partial
R301245,L201245,2026-10-06,9750.0,7070.0,Partial
R301246,L201246,2025-04-12,6042.0,4821.0,Partial
R301247,L201247,2029-05-31,7267.0,6146.0,Partial
R301248,L201248,2026-09-19,12883.0,10808.0,Partial
R301249,L201249,2025-02-07,116667.0,92218.0,Partial
R301250,L201250,2025-10-06,14767.0,13444.0,Partial
R301251,L201251,2026-04-16,17646.0,16353.0,Partial
R301252,L201252,2024-09-21,39083.0,34583.0,Partial
R301253,L201253,2025-01-20,24271.0,22600.0,Partial
R301254,L201254,2025-11-03,6417.0,4660.0,Partial
R301255,L201255,2024-04-09,28250.0,22092.0,Partial
R301256,L201256,2028-09-19,4567.0,3816.0,Partial
R301257,L201257,2027-12-09,1933.0,1295.0,Partial
R301258,L201258,2026-12-11,11633.0,7211.0,Partial
R301259,L201259,2026-10-11,23575.0,15616.0,Partial
R301260,L201260,2026-09-18,225708.0,146948.0,Partial
R301261,L201261,2026-07-30,23750.0,19876.0,Partial
R301262,L201262,2028-01-10,821.0,664.0,Partial
R301263,L201263,2025-09-28,113333.0,107240.0,Partial
R301264,L201264,2028-02-18,18786.0,15766.0,Partial
R301265,L201265,2025-06-15,9500.0,6863.0,Partial
R301266,L201266,2029-04-15,9008.0,8196.0,Partial
R301267,L201267,2027-05-02,13729.0,11795.0,Partial
R301268,L201268,2025-02-02,15500.0,10104.0,Partial
R301269,L201269,2024-06-22,22917.0,16670.0,Partial
R301270,L201270,2027-07-29,11800.0,10132.0,Partial
R301271,L201271,2026-05-16,17958.0,16871.0,Partial
R301272,L201272,2025-10-09,3333.0,2270.0,Partial
R301273,L201273,2028-04-14,10143.0,9611.0,Partial
R301274,L201274,2025-08-19,7143.0,5006.0,Partial
R301275,L201275,2028-12-25,1825.0,782.0,Partial
R301276,L201276,2023-06-29,70000.0,51431.0,Partial
R301277,L201277,2025-08-20,4929.0,4108.0,Partial
R301278,L201278,2024-07-10,24750.0,23853.0,Partial
R301279,L201279,2025-07-24,7881.0,5424.0,Partial
R301280,L201280,2024-12-06,5667.0,3830.0,Partial
R301281,L201281,2025-07-03,81958.0,57209.0,Partial
R301282,L201282,2027-06-20,37625.0,34973.0,Partial
R301283,L201283,2025-09-12,24604.0,18040.0,Partial
R301284,L201284,2028-07-08,19595.0,17648.0,Partial
R301285,L201285,2026-12-24,1643.0,1193.0,Partial
R301286,L201286,2027-01-29,675.0,176.0,Partial
R301287,L201287,2024-02-10,85917.0,58656.0,Partial
R301288,L201288,2027-08-23,4817.0,3578.0,Partial
R301289,L201289,2025-07-19,44933.0,42299.0,Partial
R301290,L201290,2026-04-27,60042.0,48025.0,Partial
R301291,L201291,2026-11-28,17875.0,14173.0,Partial
R301292,L201292,2027-06-22,14567.0,11932.0,Partial
R301293,L201293,2024-06-19,20417.0,15739.0,Partial
R301294,L201294,2027-11-17,6988.0,5823.0,Partial
R301295,L201295,2027-03-19,4133.0,2828.0,Partial
R301296,L201296,2027-03-08,1806.0,1425.0,Partial
R301297,L201297,2027-08-17,7083.0,6210.0,Partial
R301298,L201298,2025-01-13,4183.0,2922.0,Partial
R301299,L201299,2027-10-16,4142.0,3726.0,Partial
R301300,L201300,2024-11-25,368750.0,222254.0,Partial
R301301,L201301,2026-03-14,12333.0,9491.0,Partial
R301302,L201302,2024-10-13,221875.0,182445.0,Partial
R301303,L201303,2027-12-07,30345.0,21879.0,Partial
R301304,L201304,2024-12-02,104194.0,75194.0,Partial
R301305,L201305,2025-06-12,41250.0,25773.0,Partial
R301306,L201306,2025-10-13,29833.0,22781.0,Partial
R301307,L201307,2025-10-08,58708.0,53938.0,Partial
R301308,L201308,2025-07-26,10250.0,8213.0,Partial
R301309,L201309,2027-07-04,124229.0,111321.0,Partial
R301310,L201310,2026-07-27,69083.0,61590.0,Partial
R301311,L201311,2026-03-03,27933.0,24323.0,Partial
R301312,L201312,2026-03-03,2607.0,569.0,Partial
R301313,L201313,2027-10-20,13167.0,8209.0,Partial
R301314,L201314,2026-12-25,39750.0,17613.0,Partial
R301315,L201315,2027-07-23,27900.0,25045.0,Partial
R301316,L201316,2026-11-01,12458.0,9278.0,Partial
R301317,L201317,2024-02-28,2667.0,2292.0,Partial
R301318,L201318,2025-11-04,171458.0,118005.0,Partial
R301319,L201319,2027-04-10,5708.0,4050.0,Partial
R301320,L201320,2025-08-24,24667.0,16524.0,Partial
R301321,L201321,2023-06-05,66000.0,39763.0,Partial
R301322,L201322,2027-06-21,49354.0,39853.0,Partial
R301323,L201323,2026-04-16,2600.0,567.0,Partial
R301324,L201324,2025-05-31,71917.0,68011.0,Partial
R301325,L201325,2029-04-29,3967.0,3093.0,Partial
R301326,L201326,2024-11-08,1517.0,1261.0,Partial
R301327,L201327,2026-09-01,8633.0,6333.0,Partial
R301328,L201328,2026-05-13,119000.0,93395.0,Partial
R301329,L201329,2026-08-25,7488.0,7103.0,Partial
R301330,L201330,2024-04-17,43250.0,34625.0,Partial
R301331,L201331,2026-04-20,8333.0,6616.0,Partial
R301332,L201332,2027-09-09,80517.0,58549.0,Partial
R301333,L201333,2028-02-14,10558.0,8086.0,Partial
R301334,L201334,2024-05-11,58625.0,46127.0,Partial
R301335,L201335,2026-11-22,6850.0,2319.0,Partial
R301336,L201336,2027-01-02,7225.0,3121.0,Partial
R301337,L201337,2029-07-14,29125.0,20822.0,Partial
R301338,L201338,2025-03-25,39979.0,31478.0,Partial
R301339,L201339,2027-05-23,3583.0,2226.0,Partial
R301340,L201340,2028-07-18,6942.0,1186.0,Partial
R301341,L201341,2025-06-13,20667.0,17134.0,Partial
R301342,L201342,2025-12-13,35083.0,23877.0,Partial
R301343,L201343,2026-08-08,27208.0,4294.0,Partial
R301344,L201344,2028-05-10,16292.0,10230.0,Partial
R301345,L201345,2027-10-12,38845.0,27072.0,Partial
R301346,L201346,2023-11-11,33958.0,32905.0,Partial
R301347,L201347,2025-06-09,15450.0,10152.0,Partial
R301348,L201348,2025-01-30,85625.0,68644.0,Partial
R301349,L201349,2026-09-18,4308.0,3503.0,Partial
R301350,L201350,2025-12-08,41667.0,26377.0,Partial
R301351,L201351,2025-07-16,38024.0,7066.0,Partial
R301352,L201352,2025-10-27,2750.0,2217.0,Partial
R301353,L201353,2023-11-10,91250.0,69939.0,Partial
R301354,L201354,2026-01-08,3067.0,2829.0,Partial
R301355,L201355,2025-12-22,7100.0,6556.0,Partial
R301356,L201356,2025-07-28,37417.0,27546.0,Partial
R301357,L201357,2027-07-27,15792.0,11131.0,Partial
R301358,L201358,2026-06-18,13683.0,11532.0,Partial
R301359,L201359,2023-10-25,283750.0,239991.0,Partial
R301360,L201360,2026-05-22,50021.0,33337.0,Partial
R301361,L201361,2028-07-07,25250.0,20699.0,Partial
R301362,L201362,2024-05-07,53292.0,10493.0,Partial
R301363,L201363,2023-12-03,23458.0,20814.0,Partial
R301364,L201364,2026-04-17,64333.0,65146.0,Paid
R301365,L201365,2025-03-17,80167.0,53348.0,Partial
R301366,L201366,2027-05-13,12783.0,9613.0,Partial
R301367,L201367,2024-09-25,409917.0,319250.0,Partial
R301368,L201368,2027-03-24,18417.0,12546.0,Partial
R301369,L201369,2026-04-30,154944.0,126589.0,Partial
R301370,L201370,2026-12-18,10812.0,7530.0,Partial
R301371,L201371,2027-02-22,45500.0,18563.0,Partial
R301372,L201372,2026-01-15,5271.0,4355.0,Partial
R301373,L201373,2024-10-15,15056.0,11097.0,Partial
R301374,L201374,2027-06-12,51167.0,40022.0,Partial
R301375,L201375,2026-11-27,19642.0,13699.0,Partial
R301376,L201376,2024-07-13,71333.0,45262.0,Partial
R301377,L201377,2024-11-28,14167.0,13583.0,Partial
R301378,L201378,2026-01-08,17417.0,15180.0,Partial
R301379,L201379,2025-02-18,33667.0,24266.0,Partial
R301380,L201380,2028-12-19,6408.0,4317.0,Partial
R301381,L201381,2025-02-03,11000.0,7152.0,Partial
R301382,L201382,2026-03-08,75667.0,57723.0,Partial
R301383,L201383,2023-10-05,26875.0,19488.0,Partial
R301384,L201384,2026-10-10,6857.0,6034.0,Partial
R301385,L201385,2026-07-25,9883.0,8213.0,Partial
R301386,L201386,2026-10-09,19333.0,18359.0,Partial
R301387,L201387,2026-01-22,110375.0,100242.0,Partial
R301388,L201388,2027-05-19,8274.0,5866.0,Partial
R301389,L201389,2026-10-05,82056.0,66651.0,Partial
R301390,L201390,2025-08-03,58333.0,50597.0,Partial
R301391,L201391,2028-06-10,5131.0,4167.0,Partial
R301392,L201392,2026-08-19,79458.0,62338.0,Partial
R301393,L201393,2026-12-21,34139.0,10403.0,Partial
R301394,L201394,2025-08-21,4500.0,2963.0,Partial
R301395,L201395,2023-08-20,22167.0,16757.0,Partial
R301396,L201396,2026-02-12,124250.0,95037.0,Partial
R301397,L201397,2025-01-09,21917.0,13217.0,Partial
R301398,L201398,2025-12-30,135583.0,95716.0,Partial
R301399,L201399,2024-03-02,63722.0,40182.0,Partial
R301400,L201400,2023-08-24,205917.0,179612.0,Partial
R301401,L201401,2025-10-15,44283.0,41556.0,Partial
R301402,L201402,2029-02-23,23383.0,20966.0,Partial
R301403,L201403,2024-05-31,115771.0,83086.0,Partial
R301404,L201404,2026-10-26,5433.0,3675.0,Partial
R301405,L201405,2025-12-10,50458.0,39278.0,Partial
R301406,L201406,2026-01-01,141333.0,133373.0,Partial
R301407,L201407,2024-06-30,18889.0,14563.0,Partial
R301408,L201408,2026-02-20,22000.0,13591.0,Partial
R301409,L201409,2025-12-03,14875.0,10138.0,Partial
R301410,L201410,2026-09-26,4042.0,2802.0,Partial
R301411,L201411,2027-08-29,11071.0,9124.0,Partial
R301412,L201412,2027-09-02,35617.0,31883.0,Partial
R301413,L201413,2023-11-06,85792.0,84694.0,Partial
R301414,L201414,2025-08-18,9083.0,6965.0,Partial
R301415,L201415,2025-02-26,27083.0,24174.0,Partial
R301416,L201416,2024-10-08,53708.0,36304.0,Partial
R301417,L201417,2028-09-19,1825.0,1276.0,Partial
R301418,L201418,2026-04-06,8104.0,7592.0,Partial
R301419,L201419,2025-02-12,33042.0,26620.0,Partial
R301420,L201420,2025-08-13,29833.0,26604.0,Partial
R301421,L201421,2026-03-15,15396.0,11675.0,Partial
R301422,L201422,2025-07-06,7625.0,4865.0,Partial
R301423,L201423,2025-09-29,14150.0,13219.0,Partial
R301424,L201424,2027-02-14,2975.0,2255.0,Partial
R301425,L201425,2024-12-17,9889.0,8262.0,Partial
R301426,L201426,2027-11-23,14758.0,13633.0,Partial
R301427,L201427,2024-11-27,11062.0,9317.0,Partial
R301428,L201428,2027-04-07,12354.0,9222.0,Partial
R301429,L201429,2028-03-12,7192.0,4339.0,Partial
R301430,L201430,2026-01-21,22000.0,16012.0,Partial
R301431,L201431,2025-03-20,35250.0,5971.0,Partial
R301432,L201432,2028-03-31,33143.0,25073.0,Partial
R301433,L201433,2027-05-02,5200.0,4852.0,Partial
R301434,L201434,2027-11-06,2650.0,1744.0,Partial
R301435,L201435,2027-06-02,3217.0,2125.0,Partial
R301436,L201436,2027-06-05,13979.0,5719.0,Partial
R301437,L201437,2026-08-12,42150.0,35469.0,Partial
R301438,L201438,2027-11-25,8833.0,5950.0,Partial
R301439,L201439,2025-10-04,1167.0,1102.0,Partial
R301440,L201440,2025-02-24,5861.0,4030.0,Partial
R301441,L201441,2024-11-08,49944.0,37595.0,Partial
R301442,L201442,2025-10-14,11229.0,8946.0,Partial
R301443,L201443,2026-12-15,17345.0,15010.0,Partial
R301444,L201444,2027-12-03,12333.0,9790.0,Partial
R301445,L201445,2023-09-04,58750.0,45433.0,Partial
R301446,L201446,2027-06-13,14146.0,10613.0,Partial
R301447,L201447,2026-08-27,34556.0,21392.0,Partial
R301448,L201448,2025-01-02,102458.0,65090.0,Partial
R301449,L201449,2027-03-18,4800.0,4235.0,Partial
R301450,L201450,2029-01-09,29883.0,21411.0,Partial
R301451,L201451,2025-02-02,79950.0,60372.0,Partial
R301452,L201452,2029-04-10,3867.0,3133.0,Partial
R301453,L201453,2026-10-03,97875.0,58791.0,Partial
R301454,L201454,2025-02-21,17000.0,15303.0,Partial
R301455,L201455,2026-06-26,16200.0,12797.0,Partial
R301456,L201456,2027-01-01,2929.0,2182.0,Partial
R301457,L201457,2026-07-04,28806.0,17671.0,Partial
R301458,L201458,2026-02-22,119875.0,104932.0,Partial
R301459,L201459,2027-04-03,24111.0,15632.0,Partial
R301460,L201460,2024-11-23,9467.0,3118.0,Partial
R301461,L201461,2028-12-21,11075.0,8411.0,Partial
R301462,L201462,2026-08-19,21778.0,14331.0,Partial
R301463,L201463,2026-06-03,30472.0,19220.0,Partial
R301464,L201464,2024-05-08,126250.0,91665.0,Partial
R301465,L201465,2026-06-05,155500.0,121149.0,Partial
R301466,L201466,2025-11-20,26042.0,24260.0,Partial
R301467,L201467,2025-03-25,14896.0,1290.0,Partial
R301468,L201468,2024-07-24,68750.0,64513.0,Partial
R301469,L201469,2025-01-07,103500.0,71252.0,Partial
R301470,L201470,2026-06-02,40417.0,27160.0,Partial
R301471,L201471,2024-12-21,96875.0,58830.0,Partial
R301472,L201472,2024-06-03,41792.0,37527.0,Partial
R301473,L201473,2024-07-18,57083.0,42043.0,Partial
R301474,L201474,2025-11-05,32667.0,23726.0,Partial
R301475,L201475,2029-05-24,41333.0,34637.0,Partial
R301476,L201476,2025-03-09,11458.0,8191.0,Partial
R301477,L201477,2029-04-06,7317.0,6482.0,Partial
R301478,L201478,2024-10-27,52850.0,36562.0,Partial
R301479,L201479,2026-12-23,2560.0,1935.0,Partial
R301480,L201480,2026-02-06,266250.0,180177.0,Partial
R301481,L201481,2026-04-28,7560.0,6826.0,Partial
R301482,L201482,2025-01-19,27042.0,25777.0,Partial
R301483,L201483,2027-04-16,11857.0,9546.0,Partial
R301484,L201484,2024-02-03,197083.0,155648.0,Partial
R301485,L201485,2023-09-16,16250.0,11649.0,Partial
R301486,L201486,2025-06-15,10905.0,9018.0,Partial
R301487,L201487,2024-11-25,64250.0,45600.0,Partial
R301488,L201488,2027-12-09,917.0,595.0,Partial
R301489,L201489,2023-09-29,14042.0,9908.0,Partial
R301490,L201490,2027-03-03,5025.0,3885.0,Partial
R301491,L201491,2027-10-15,35667.0,24218.0,Partial
R301492,L201492,2026-03-04,39958.0,35287.0,Partial
R301493,L201493,2025-05-04,50917.0,40406.0,Partial
R301494,L201494,2027-09-05,12679.0,10822.0,Partial
R301495,L201495,2026-04-19,99250.0,84253.0,Partial
R301496,L201496,2024-06-19,58646.0,40496.0,Partial
R301497,L201497,2026-11-20,8619.0,8760.0,Paid
R301498,L201498,2024-04-25,48542.0,44191.0,Partial
R301499,L201499,2025-07-09,13917.0,8482.0,Partial
R301500,L201500,2026-08-02,7321.0,4891.0,Partial
R301501,L201501,2025-10-21,2060.0,1305.0,Partial
R301502,L201502,2026-03-21,74083.0,46791.0,Partial
R301503,L201503,2025-01-09,120250.0,49597.0,Partial
R301504,L201504,2025-01-01,27000.0,25325.0,Partial
R301505,L201505,2024-01-26,78083.0,35772.0,Partial
R301506,L201506,2028-09-23,26092.0,1348.0,Partial
R301507,L201507,2025-07-13,21361.0,17414.0,Partial
R301508,L201508,2026-10-16,16792.0,11818.0,Partial
R301509,L201509,2023-10-28,63250.0,59007.0,Partial
R301510,L201510,2023-11-30,58667.0,50974.0,Partial
R301511,L201511,2027-07-26,4381.0,3480.0,Partial
R301512,L201512,2024-06-03,22750.0,11684.0,Partial
R301513,L201513,2027-07-08,13033.0,8798.0,Partial
R301514,L201514,2026-11-04,58958.0,49182.0,Partial
R301515,L201515,2023-09-25,24375.0,23135.0,Partial
R301516,L201516,2027-09-19,18583.0,12059.0,Partial
R301517,L201517,2027-02-13,110389.0,55969.0,Partial
R301518,L201518,2025-02-15,85021.0,86474.0,Paid
R301519,L201519,2025-09-02,234167.0,194782.0,Partial
R301520,L201520,2026-02-04,2917.0,1824.0,Partial
R301521,L201521,2025-06-04,6929.0,5042.0,Partial
R301522,L201522,2026-09-19,9917.0,8064.0,Partial
R301523,L201523,2027-10-29,3750.0,2662.0,Partial
R301524,L201524,2026-08-17,19012.0,16689.0,Partial
R301525,L201525,2027-11-19,5717.0,5137.0,Partial
R301526,L201526,2028-06-26,5508.0,5105.0,Partial
R301527,L201527,2026-05-27,12833.0,10229.0,Partial
R301528,L201528,2025-10-15,59083.0,49447.0,Partial
R301529,L201529,2025-12-05,86583.0,77572.0,Partial
R301530,L201530,2027-09-21,2333.0,2137.0,Partial
R301531,L201531,2027-03-29,52655.0,14904.0,Partial
R301532,L201532,2027-01-26,3250.0,2712.0,Partial
R301533,L201533,2024-07-17,7833.0,5268.0,Partial
R301534,L201534,2026-05-04,53750.0,10679.0,Partial
R301535,L201535,2026-06-30,187958.0,174357.0,Partial
R301536,L201536,2028-06-26,20442.0,14104.0,Partial
R301537,L201537,2025-09-06,61500.0,50055.0,Partial
R301538,L201538,2025-02-21,2833.0,1817.0,Partial
R301539,L201539,2026-10-08,17222.0,16053.0,Partial
R301540,L201540,2025-05-27,183792.0,136641.0,Partial
R301541,L201541,2024-10-29,40250.0,27579.0,Partial
R301542,L201542,2024-10-22,4700.0,4332.0,Partial
R301543,L201543,2026-08-04,8375.0,5481.0,Partial
R301544,L201544,2026-05-17,7458.0,5002.0,Partial
R301545,L201545,2025-01-04,1611.0,1255.0,Partial
R301546,L201546,2025-09-28,7750.0,6312.0,Partial
R301547,L201547,2026-08-24,17208.0,11610.0,Partial
R301548,L201548,2026-02-01,205083.0,135100.0,Partial
R301549,L201549,2027-04-07,1800.0,1775.0,Partial
R301550,L201550,2027-12-03,6321.0,4013.0,Partial
R301551,L201551,2024-09-01,69383.0,41804.0,Partial
R301552,L201552,2026-09-21,59238.0,37064.0,Partial
R301553,L201553,2028-02-02,5167.0,4048.0,Partial
R301554,L201554,2025-06-29,344500.0,271941.0,Partial
R301555,L201555,2023-12-28,23556.0,20081.0,Partial
R301556,L201556,2026-04-18,16417.0,11172.0,Partial
R301557,L201557,2024-03-04,18417.0,12630.0,Partial
R301558,L201558,2025-12-01,23300.0,18869.0,Partial
R301559,L201559,2026-12-01,12417.0,9459.0,Partial
R301560,L201560,2024-03-29,30889.0,20393.0,Partial
R301561,L201561,2028-09-30,2525.0,1720.0,Partial
R301562,L201562,2025-08-18,7607.0,5678.0,Partial
R301563,L201563,2026-04-23,82967.0,68112.0,Partial
R301564,L201564,2027-12-28,2940.0,2026.0,Partial
R301565,L201565,2026-03-20,240500.0,188185.0,Partial
R301566,L201566,2029-06-24,6167.0,5856.0,Partial
R301567,L201567,2026-01-22,8967.0,7523.0,Partial
R301568,L201568,2024-12-08,163083.0,132730.0,Partial
R301569,L201569,2027-04-11,14292.0,11185.0,Partial
R301570,L201570,2024-05-28,78111.0,73738.0,Partial
R301571,L201571,2027-08-19,4400.0,3178.0,Partial
R301572,L201572,2023-08-15,157917.0,122572.0,Partial
R301573,L201573,2023-08-18,399250.0,292051.0,Partial
R301574,L201574,2025-06-13,19440.0,12638.0,Partial
R301575,L201575,2026-01-21,6024.0,5428.0,Partial
R301576,L201576,2026-11-15,163639.0,110632.0,Partial
R301577,L201577,2024-09-01,67528.0,57968.0,Partial
R301578,L201578,2026-10-02,14726.0,10167.0,Partial
R301579,L201579,2026-08-19,12444.0,11747.0,Partial
R301580,L201580,2028-03-11,5631.0,3491.0,Partial
R301581,L201581,2026-01-31,4017.0,3452.0,Partial
R301582,L201582,2024-07-09,4250.0,3380.0,Partial
R301583,L201583,2026-03-03,41867.0,36224.0,Partial
R301584,L201584,2028-03-20,21475.0,15415.0,Partial
R301585,L201585,2026-05-11,23524.0,21477.0,Partial
R301586,L201586,2026-07-12,67729.0,50076.0,Partial
R301587,L201587,2027-04-18,14867.0,12577.0,Partial
R301588,L201588,2026-06-14,2750.0,2165.0,Partial
R301589,L201589,2027-01-05,15812.0,10942.0,Partial
R301590,L201590,2025-07-26,32250.0,16013.0,Partial
R301591,L201591,2023-11-07,195208.0,190384.0,Partial
R301592,L201592,2026-08-12,39083.0,27951.0,Partial
R301593,L201593,2026-12-05,10536.0,7800.0,Partial
R301594,L201594,2024-05-21,12292.0,7452.0,Partial
R301595,L201595,2024-11-29,8783.0,5955.0,Partial
R301596,L201596,2026-06-24,8783.0,7776.0,Partial
R301597,L201597,2025-12-24,12367.0,11492.0,Partial
R301598,L201598,2025-01-16,74667.0,60794.0,Partial
R301599,L201599,2027-01-28,35333.0,22937.0,Partial
R301600,L201600,2027-07-04,3375.0,2870.0,Partial
R301601,L201601,2024-06-01,18250.0,14243.0,Partial
R301602,L201602,2026-07-11,179750.0,130466.0,Partial
R301603,L201603,2024-10-23,2083.0,1663.0,Partial
R301604,L201604,2024-01-07,9292.0,6907.0,Partial
R301605,L201605,2025-08-08,19306.0,13161.0,Partial
R301606,L201606,2027-02-22,13783.0,9613.0,Partial
R301607,L201607,2025-07-02,116667.0,74788.0,Partial
R301608,L201608,2026-04-06,21375.0,16673.0,Partial
R301609,L201609,2025-10-20,87792.0,60842.0,Partial
R301610,L201610,2026-11-13,39472.0,32582.0,Partial
R301611,L201611,2026-10-28,17521.0,12775.0,Partial
R301612,L201612,2024-10-14,39933.0,34853.0,Partial
R301613,L201613,2025-04-22,16708.0,12061.0,Partial
R301614,L201614,2028-06-29,22702.0,20967.0,Partial
R301615,L201615,2026-05-16,19194.0,15220.0,Partial
R301616,L201616,2026-01-11,64250.0,51589.0,Partial
R301617,L201617,2028-08-25,13950.0,10869.0,Partial
R301618,L201618,2025-08-27,26208.0,23238.0,Partial
R301619,L201619,2025-01-31,24361.0,22204.0,Partial
R301620,L201620,2024-07-14,3979.0,2842.0,Partial
R301621,L201621,2026-04-16,8226.0,6654.0,Partial
R301622,L201622,2027-01-28,7108.0,4925.0,Partial
R301623,L201623,2026-05-14,49083.0,43062.0,Partial
R301624,L201624,2025-02-14,10250.0,3616.0,Partial
R301625,L201625,2024-10-26,15250.0,14154.0,Partial
R301626,L201626,2026-10-20,21639.0,15394.0,Partial
R301627,L201627,2024-12-15,11583.0,9570.0,Partial
R301628,L201628,2025-10-30,48667.0,45368.0,Partial
R301629,L201629,2027-06-11,4675.0,2807.0,Partial
R301630,L201630,2026-09-30,17625.0,11486.0,Partial
R301631,L201631,2027-10-13,3417.0,2324.0,Partial
R301632,L201632,2025-09-14,1854.0,1161.0,Partial
R301633,L201633,2026-03-24,58167.0,51927.0,Partial
R301634,L201634,2026-12-31,9278.0,7672.0,Partial
R301635,L201635,2026-04-18,15500.0,11610.0,Partial
R301636,L201636,2027-08-02,10533.0,6989.0,Partial
R301637,L201637,2025-11-25,16583.0,15585.0,Partial
R301638,L201638,2024-01-18,29833.0,21767.0,Partial
R301639,L201639,2026-04-24,4438.0,2805.0,Partial
R301640,L201640,2024-06-11,222875.0,11877.0,Partial
R301641,L201641,2025-04-09,71250.0,45460.0,Partial
R301642,L201642,2027-04-09,9933.0,6698.0,Partial
R301643,L201643,2024-04-22,153292.0,114519.0,Partial
R301644,L201644,2027-06-27,1857.0,1125.0,Partial
R301645,L201645,2025-02-08,132917.0,110840.0,Partial
R301646,L201646,2027-01-07,38633.0,33586.0,Partial
R301647,L201647,2026-10-23,4812.0,4033.0,Partial
R301648,L201648,2026-11-18,29208.0,26995.0,Partial
R301649,L201649,2024-01-04,20083.0,13507.0,Partial
R301650,L201650,2027-04-29,11067.0,10328.0,Partial
R301651,L201651,2023-07-28,112250.0,68613.0,Partial
R301652,L201652,2025-08-20,248917.0,182709.0,Partial
R301653,L201653,2028-03-12,24738.0,18632.0,Partial
R301654,L201654,2027-05-21,6708.0,4968.0,Partial
R301655,L201655,2025-08-13,3250.0,2881.0,Partial
R301656,L201656,2025-02-06,41375.0,34875.0,Partial
R301657,L201657,2025-05-06,7375.0,5587.0,Partial
R301658,L201658,2024-10-28,6467.0,5265.0,Partial
R301659,L201659,2025-06-18,12104.0,7425.0,Partial
R301660,L201660,2025-10-29,36708.0,24206.0,Partial
R301661,L201661,2025-05-11,8155.0,5560.0,Partial
R301662,L201662,2025-09-21,36833.0,31314.0,Partial
R301663,L201663,2029-01-21,2667.0,2197.0,Partial
R301664,L201664,2025-05-05,10229.0,7865.0,Partial
R301665,L201665,2026-11-02,92458.0,79829.0,Partial
R301666,L201666,2026-03-08,8383.0,7036.0,Partial
R301667,L201667,2028-07-19,7821.0,6782.0,Partial
R301668,L201668,2026-12-12,9333.0,6473.0,Partial
R301669,L201669,2025-08-17,166333.0,124309.0,Partial
R301670,L201670,2027-04-29,18883.0,13111.0,Partial
R301671,L201671,2026-03-14,17238.0,15491.0,Partial
R301672,L201672,2026-12-02,4800.0,968.0,Partial
R301673,L201673,2026-10-13,18083.0,11167.0,Partial
R301674,L201674,2024-07-21,32958.0,30441.0,Partial
R301675,L201675,2025-12-24,43833.0,30822.0,Partial
R301676,L201676,2026-03-13,1512.0,1177.0,Partial
R301677,L201677,2028-04-15,5350.0,4557.0,Partial
R301678,L201678,2025-05-19,17729.0,15676.0,Partial
R301679,L201679,2028-05-08,6108.0,5627.0,Partial
R301680,L201680,2023-10-23,46750.0,30528.0,Partial
R301681,L201681,2028-12-11,5883.0,4768.0,Partial
R301682,L201682,2024-02-06,95250.0,87285.0,Partial
R301683,L201683,2025-02-01,35028.0,30875.0,Partial
R301684,L201684,2026-05-05,32417.0,24345.0,Partial
R301685,L201685,2024-04-20,7972.0,6714.0,Partial
R301686,L201686,2026-01-23,9750.0,8387.0,Partial
R301687,L201687,2025-08-18,17562.0,14668.0,Partial
R301688,L201688,2024-03-08,223250.0,166513.0,Partial
R301689,L201689,2026-05-22,18458.0,11752.0,Partial
R301690,L201690,2029-01-29,42400.0,31130.0,Partial
R301691,L201691,2026-02-27,136750.0,102096.0,Partial
R301692,L201692,2026-03-10,75792.0,62331.0,Partial
R301693,L201693,2024-12-18,8479.0,7391.0,Partial
R301694,L201694,2026-04-29,37556.0,25038.0,Partial
R301695,L201695,2026-08-17,4958.0,4450.0,Partial
R301696,L201696,2028-03-11,1821.0,1499.0,Partial
R301697,L201697,2026-05-29,10778.0,5322.0,Partial
R301698,L201698,2024-12-31,40028.0,24532.0,Partial
R301699,L201699,2025-02-16,7042.0,4337.0,Partial
R301700,L201700,2026-02-28,45222.0,34490.0,Partial
R301701,L201701,2028-11-02,6208.0,5463.0,Partial
R301702,L201702,2024-09-02,20375.0,18976.0,Partial
R301703,L201703,2024-07-05,119667.0,90669.0,Partial
R301704,L201704,2026-04-18,92917.0,41003.0,Partial
R301705,L201705,2029-07-18,20808.0,14455.0,Partial
R301706,L201706,2024-08-22,14417.0,7626.0,Partial
R301707,L201707,2023-11-15,36667.0,28735.0,Partial
R301708,L201708,2027-05-10,28821.0,22868.0,Partial
R301709,L201709,2026-05-04,1517.0,1321.0,Partial
R301710,L201710,2024-12-10,6688.0,5333.0,Partial
R301711,L201711,2025-09-18,17889.0,16979.0,Partial
R301712,L201712,2025-11-09,58917.0,43856.0,Partial
R301713,L201713,2025-06-17,10321.0,9018.0,Partial
R301714,L201714,2025-02-20,7528.0,5824.0,Partial
R301715,L201715,2027-07-08,10274.0,8492.0,Partial
R301716,L201716,2026-10-12,35292.0,31066.0,Partial
R301717,L201717,2027-02-11,13967.0,11813.0,Partial
R301718,L201718,2025-08-01,11433.0,8361.0,Partial
R301719,L201719,2026-06-29,37333.0,31367.0,Partial
R301720,L201720,2025-01-22,14250.0,11053.0,Partial
R301721,L201721,2027-06-10,893.0,720.0,Partial
R301722,L201722,2024-01-07,40778.0,30507.0,Partial
R301723,L201723,2025-12-27,23883.0,8812.0,Partial
R301724,L201724,2024-09-11,5292.0,4942.0,Partial
