policy_id,customer_id,policy_type,annual_premium,policy_active
P500755,C100755,Health,36661.0,True
P500756,C100756,Motor,0.0,False
P500757,C100757,Personal Accident,0.0,False
P500758,C100758,Motor,16498.0,True
P500759,C100759,Health,18549.0,True
P500760,C100760,Personal Accident,0.0,False
P500761,C100761,Motor,0.0,False
P500762,C100762,Health,14158.0,True
P500763,C100763,Life,36536.0,True
P500764,C100764,Life,0.0,False
P500765,C100765,Life,0.0,False
P500766,C100766,Life,0.0,False
P500767,C100767,Health,0.0,False
P500768,C100768,Motor,0.0,False
P500769,C100769,Life,0.0,False
P500770,C100770,Motor,30343.0,True
P500771,C100771,Health,0.0,False
P500772,C100772,Life,0.0,False
P500773,C100773,Personal Accident,0.0,False
P500774,C100774,Life,0.0,False
P500775,C100775,Life,0.0,False
P500776,C100776,Life,38076.0,True
P500777,C100777,Motor,0.0,False
P500778,C100778,Personal Accident,4986.0,True
P500779,C100779,Life,0.0,False
P500780,C100780,Health,0.0,False
P500781,C100781,Health,0.0,False
P500782,C100782,Health,0.0,False
P500783,C100783,Life,0.0,False
P500784,C100784,Health,0.0,False
P500785,C100785,Health,0.0,False
P500786,C100786,Personal Accident,0.0,False
P500787,C100787,Health,22430.0,True
P500788,C100788,Health,0.0,False
P500789,C100789,Life,0.0,False
P500790,C100790,Motor,0.0,False
P500791,C100791,Health,0.0,False
P500792,C100792,Health,0.0,False
P500793,C100793,Motor,0.0,False
P500794,C100794,Health,0.0,False
P500795,C100795,Health,0.0,False
P500796,C100796,Personal Accident,26115.0,True
P500797,C100797,Life,0.0,False
P500798,C100798,Motor,0.0,False
P500799,C100799,Personal Accident,0.0,False
P500800,C100800,Motor,37119.0,True
P500801,C100801,Life,25594.0,True
P500802,C100802,Health,0.0,False
P500803,C100803,Life,0.0,False
P500804,C100804,Motor,0.0,False
P500805,C100805,Personal Accident,38011.0,True
P500806,C100806,Life,0.0,False
P500807,C100807,Life,0.0,False
P500808,C100808,Personal Accident,0.0,False
P500809,C100809,Motor,0.0,False
P500810,C100810,Health,31803.0,True
P500811,C100811,Life,40495.0,True
P500812,C100812,Life,0.0,False
P500813,C100813,Health,0.0,False
P500814,C100814,Personal Accident,0.0,False
P500815,C100815,Health,0.0,False
P500816,C100816,Life,37144.0,True
P500817,C100817,Motor,27821.0,True
P500818,C100818,Life,16199.0,True
P500819,C100819,Life,0.0,False
P500820,C100820,Motor,0.0,False
P500821,C100821,Motor,32650.0,True
P500822,C100822,Life,0.0,False
P500823,C100823,Motor,0.0,False
P500824,C100824,Motor,32827.0,True
P500825,C100825,Motor,0.0,False
P500826,C100826,Health,0.0,False
P500827,C100827,Life,21204.0,True
P500828,C100828,Health,0.0,False
P500829,C100829,Life,0.0,False
P500830,C100830,Health,0.0,False
P500831,C100831,Personal Accident,22706.0,True
P500832,C100832,Life,0.0,False
P500833,C100833,Personal Accident,0.0,False
P500834,C100834,Life,16808.0,True
P500835,C100835,Life,0.0,False
P500836,C100836,Health,0.0,False
P500837,C100837,Motor,0.0,False
P500838,C100838,Personal Accident,0.0,False
P500839,C100839,Personal Accident,0.0,False
P500840,C100840,Health,0.0,False
P500841,C100841,Life,0.0,False
P500842,C100842,Personal Accident,0.0,False
P500843,C100843,Personal Accident,41646.0,True
P500844,C100844,Personal Accident,0.0,False
P500845,C100845,Life,0.0,False
P500846,C100846,Personal Accident,0.0,False
P500847,C100847,Life,0.0,False
P500848,C100848,Health,0.0,False
P500849,C100849,Health,0.0,False
P500850,C100850,Health,0.0,False
P500851,C100851,Personal Accident,0.0,False
P500852,C100852,Health,0.0,False
P500853,C100853,Personal Accident,0.0,False
P500854,C100854,Life,0.0,False
P500855,C100855,Motor,0.0,False
P500856,C100856,Health,0.0,False
P500857,C100857,Motor,0.0,False
P500858,C100858,Health,12457.0,True
P500859,C100859,Health,35688.0,True
P500860,C100860,Personal Accident,0.0,False
P500861,C100861,Health,0.0,False
P500862,C100862,Health,0.0,False
P500863,C100863,Health,0.0,False
P500864,C100864,Health,0.0,False
P500865,C100865,Life,0.0,False
P500866,C100866,Life,0.0,False
P500867,C100867,Life,0.0,False
P500868,C100868,Motor,28200.0,True
P500869,C100869,Motor,0.0,False
P500870,C100870,Life,13491.0,True
P500871,C100871,Motor,27271.0,True
P500872,C100872,Health,0.0,False
P500873,C100873,Motor,33920.0,True
P500874,C100874,Life,0.0,False
P500875,C100875,Life,7040.0,True
P500876,C100876,Personal Accident,0.0,False
P500877,C100877,Personal Accident,0.0,False
P500878,C100878,Motor,0.0,False
P500879,C100879,Personal Accident,0.0,False
P500880,C100880,Personal Accident,0.0,False
P500881,C100881,Health,0.0,False
P500882,C100882,Health,0.0,False
P500883,C100883,Personal Accident,0.0,False
P500884,C100884,Health,0.0,False
P500885,C100885,Personal Accident,6094.0,True
P500886,C100886,Health,24766.0,True
P500887,C100887,Life,0.0,False
P500888,C100888,Personal Accident,33267.0,True
P500889,C100889,Personal Accident,0.0,False
P500890,C100890,Personal Accident,34811.0,True
P500891,C100891,Life,0.0,False
P500892,C100892,Personal Accident,0.0,False
P500893,C100893,Motor,0.0,False
P500894,C100894,Life,0.0,False
P500895,C100895,Personal Accident,0.0,False
P500896,C100896,Health,0.0,False
P500897,C100897,Personal Accident,0.0,False
P500898,C100898,Personal Accident,41233.0,True
P500899,C100899,Motor,0.0,False
P500900,C100900,Personal Accident,0.0,False
P500901,C100901,Health,0.0,False
P500902,C100902,Life,0.0,False
P500903,C100903,Health,0.0,False
P500904,C100904,Life,0.0,False
P500905,C100905,Life,0.0,False
P500906,C100906,Motor,0.0,False
P500907,C100907,Health,0.0,False
P500908,C100908,Life,0.0,False
P500909,C100909,Health,29193.0,True
P500910,C100910,Motor,0.0,False
P500911,C100911,Motor,19949.0,True
P500912,C100912,Motor,0.0,False
P500913,C100913,Motor,0.0,False
P500914,C100914,Life,0.0,False
P500915,C100915,Motor,7601.0,True
P500916,C100916,Personal Accident,0.0,False
P500917,C100917,Health,0.0,False
P500918,C100918,Personal Accident,0.0,False
P500919,C100919,Personal Accident,0.0,False
P500920,C100920,Health,0.0,False
P500921,C100921,Personal Accident,0.0,False
P500922,C100922,Motor,0.0,False
P500923,C100923,Health,36487.0,True
P500924,C100924,Personal Accident,22417.0,True
P500925,C100925,Health,19916.0,True
P500926,C100926,Motor,0.0,False
P500927,C100927,Health,0.0,False
P500928,C100928,Health,0.0,False
P500929,C100929,Health,0.0,False
P500930,C100930,Life,0.0,False
P500931,C100931,Motor,0.0,False
P500932,C100932,Life,0.0,False
P500933,C100933,Health,0.0,False
P500934,C100934,Health,41162.0,True
P500935,C100935,Life,23113.0,True
P500936,C100936,Personal Accident,26582.0,True
P500937,C100937,Health,12158.0,True
P500938,C100938,Motor,40463.0,True
P500939,C100939,Personal Accident,6925.0,True
P500940,C100940,Health,0.0,False
P500941,C100941,Personal Accident,0.0,False
P500942,C100942,Personal Accident,0.0,False
P500943,C100943,Health,0.0,False
P500944,C100944,Personal Accident,0.0,False
P500945,C100945,Personal Accident,0.0,False
P500946,C100946,Health,0.0,False
P500947,C100947,Motor,0.0,False
P500948,C100948,Health,0.0,False
P500949,C100949,Motor,0.0,False
P500950,C100950,Motor,16087.0,True
P500951,C100951,Life,0.0,False
P500952,C100952,Health,0.0,False
P500953,C100953,Personal Accident,0.0,False
P500954,C100954,Life,6402.0,True
P500955,C100955,Personal Accident,37986.0,True
P500956,C100956,Health,0.0,False
P500957,C100957,Life,0.0,False
P500958,C100958,Motor,33453.0,True
P500959,C100959,Health,16067.0,True
P500960,C100960,Personal Accident,29723.0,True
P500961,C100961,Motor,0.0,False
P500962,C100962,Motor,6667.0,True
P500963,C100963,Health,0.0,False
P500964,C100964,Health,0.0,False
P500965,C100965,Motor,0.0,False
P500966,C100966,Motor,0.0,False
P500967,C100967,Life,0.0,False
P500968,C100968,Health,0.0,False
P500969,C100969,Personal Accident,0.0,False
P500970,C100970,Health,23261.0,True
P500971,C100971,Health,0.0,False
P500972,C100972,Personal Accident,0.0,False
P500973,C100973,Life,0.0,False
P500974,C100974,Personal Accident,0.0,False
P500975,C100975,Health,44330.0,True
P500976,C100976,Personal Accident,9186.0,True
P500977,C100977,Health,0.0,False
P500978,C100978,Personal Accident,12184.0,True
P500979,C100979,Life,24398.0,True
P500980,C100980,Personal Accident,24283.0,True
P500981,C100981,Health,29398.0,True
P500982,C100982,Personal Accident,0.0,False
P500983,C100983,Life,32930.0,True
P500984,C100984,Personal Accident,20167.0,True
P500985,C100985,Health,0.0,False
P500986,C100986,Personal Accident,14791.0,True
P500987,C100987,Motor,0.0,False
P500988,C100988,Motor,0.0,False
P500989,C100989,Life,0.0,False
P500990,C100990,Personal Accident,4668.0,True
P500991,C100991,Life,0.0,False
P500992,C100992,Life,0.0,False
P500993,C100993,Personal Accident,0.0,False
P500994,C100994,Personal Accident,0.0,False
P500995,C100995,Health,25858.0,True
P500996,C100996,Health,17221.0,True
P500997,C100997,Motor,23984.0,True
P500998,C100998,Personal Accident,0.0,False
P500999,C100999,Personal Accident,0.0,False
P501000,C101000,Personal Accident,0.0,False
P501001,C101001,Personal Accident,0.0,False
P501002,C101002,Life,0.0,False
P501003,C101003,Personal Accident,0.0,False
P501004,C101004,Personal Accident,24357.0,True
P501005,C101005,Motor,8016.0,True
P501006,C101006,Life,14105.0,True
P501007,C101007,Personal Accident,0.0,False
P501008,C101008,Motor,0.0,False
P501009,C101009,Motor,0.0,False
P501010,C101010,Personal Accident,24282.0,True
P501011,C101011,Motor,0.0,False
P501012,C101012,Life,22410.0,True
P501013,C101013,Personal Accident,25962.0,True
P501014,C101014,Health,0.0,False
P501015,C101015,Motor,0.0,False
P501016,C101016,Health,36309.0,True
P501017,C101017,Personal Accident,0.0,False
P501018,C101018,Motor,0.0,False
P501019,C101019,Health,22782.0,True
P501020,C101020,Personal Accident,0.0,False
P501021,C101021,Health,31170.0,True
P501022,C101022,Life,19040.0,True
P501023,C101023,Motor,7971.0,True
P501024,C101024,Health,0.0,False
P501025,C101025,Life,0.0,False
P501026,C101026,Motor,27579.0,True
P501027,C101027,Motor,0.0,False
P501028,C101028,Personal Accident,0.0,False
P501029,C101029,Health,0.0,False
P501030,C101030,Health,0.0,False
P501031,C101031,Life,26695.0,True
P501032,C101032,Health,25751.0,True
P501033,C101033,Life,9603.0,True
P501034,C101034,Personal Accident,0.0,False
P501035,C101035,Personal Accident,0.0,False
P501036,C101036,Personal Accident,0.0,False
P501037,C101037,Motor,0.0,False
P501038,C101038,Life,17724.0,True
P501039,C101039,Health,0.0,False
P501040,C101040,Personal Accident,0.0,False
P501041,C101041,Motor,25955.0,True
P501042,C101042,Personal Accident,0.0,False
P501043,C101043,Health,0.0,False
P501044,C101044,Motor,0.0,False
P501045,C101045,Health,20897.0,True
P501046,C101046,Health,8053.0,True
P501047,C101047,Health,0.0,False
P501048,C101048,Motor,12109.0,True
P501049,C101049,Health,5938.0,True
P501050,C101050,Personal Accident,40940.0,True
P501051,C101051,Personal Accident,42271.0,True
P501052,C101052,Health,0.0,False
P501053,C101053,Motor,0.0,False
P501054,C101054,Health,0.0,False
P501055,C101055,Personal Accident,22469.0,True
P501056,C101056,Motor,0.0,False
P501057,C101057,Life,0.0,False
P501058,C101058,Life,26381.0,True
P501059,C101059,Life,15998.0,True
P501060,C101060,Health,0.0,False
P501061,C101061,Motor,0.0,False
P501062,C101062,Health,0.0,False
P501063,C101063,Health,0.0,False
P501064,C101064,Personal Accident,29563.0,True
P501065,C101065,Life,0.0,False
P501066,C101066,Life,0.0,False
P501067,C101067,Personal Accident,35873.0,True
P501068,C101068,Motor,0.0,False
P501069,C101069,Motor,0.0,False
P501070,C101070,Motor,6281.0,True
P501071,C101071,Health,32457.0,True
P501072,C101072,Health,0.0,False
P501073,C101073,Health,28063.0,True
P501074,C101074,Life,0.0,False
P501075,C101075,Motor,0.0,False
P501076,C101076,Personal Accident,36390.0,True
P501077,C101077,Personal Accident,0.0,False
P501078,C101078,Personal Accident,0.0,False
P501079,C101079,Motor,0.0,False
P501080,C101080,Life,11918.0,True
P501081,C101081,Personal Accident,0.0,False
P501082,C101082,Motor,0.0,False
P501083,C101083,Health,0.0,False
P501084,C101084,Motor,18803.0,True
P501085,C101085,Health,18422.0,True
P501086,C101086,Motor,0.0,False
P501087,C101087,Motor,0.0,False
P501088,C101088,Life,17897.0,True
P501089,C101089,Personal Accident,0.0,False
P501090,C101090,Health,0.0,False
P501091,C101091,Health,4620.0,True
P501092,C101092,Personal Accident,0.0,False
P501093,C101093,Motor,10523.0,True
P501094,C101094,Health,8241.0,True
P501095,C101095,Motor,33786.0,True
P501096,C101096,Health,0.0,False
P501097,C101097,Life,0.0,False
P501098,C101098,Life,27842.0,True
P501099,C101099,Life,0.0,False
P501100,C101100,Motor,0.0,False
P501101,C101101,Motor,0.0,False
P501102,C101102,Personal Accident,0.0,False
P501103,C101103,Motor,0.0,False
P501104,C101104,Health,0.0,False
P501105,C101105,Life,0.0,False
P501106,C101106,Motor,0.0,False
P501107,C101107,Life,15136.0,True
P501108,C101108,Life,0.0,False
P501109,C101109,Life,21931.0,True
P501110,C101110,Life,0.0,False
P501111,C101111,Life,33016.0,True
P501112,C101112,Life,36539.0,True
P501113,C101113,Health,0.0,False
P501114,C101114,Life,40078.0,True
P501115,C101115,Health,0.0,False
P501116,C101116,Life,0.0,False
P501117,C101117,Health,25654.0,True
P501118,C101118,Personal Accident,38705.0,True
P501119,C101119,Life,0.0,False
P501120,C101120,Personal Accident,0.0,False
P501121,C101121,Personal Accident,0.0,False
P501122,C101122,Life,0.0,False
P501123,C101123,Health,0.0,False
P501124,C101124,Life,34508.0,True
P501125,C101125,Health,0.0,False
P501126,C101126,Motor,0.0,False
P501127,C101127,Motor,0.0,False
P501128,C101128,Motor,0.0,False
P501129,C101129,Health,0.0,False
P501130,C101130,Motor,36450.0,True
P501131,C101131,Life,0.0,False
P501132,C101132,Life,26961.0,True
P501133,C101133,Personal Accident,43462.0,True
P501134,C101134,Motor,0.0,False
P501135,C101135,Personal Accident,21356.0,True
P501136,C101136,Health,11613.0,True
P501137,C101137,Personal Accident,0.0,False
P501138,C101138,Health,0.0,False
P501139,C101139,Personal Accident,0.0,False
P501140,C101140,Life,0.0,False
P501141,C101141,Motor,0.0,False
P501142,C101142,Health,24926.0,True
P501143,C101143,Health,0.0,False
P501144,C101144,Health,0.0,False
P501145,C101145,Motor,0.0,False
P501146,C101146,Personal Accident,10437.0,True
P501147,C101147,Personal Accident,0.0,False
P501148,C101148,Personal Accident,31766.0,True
P501149,C101149,Health,0.0,False
P501150,C101150,Personal Accident,44822.0,True
P501151,C101151,Motor,21089.0,True
P501152,C101152,Health,0.0,False
P501153,C101153,Health,0.0,False
P501154,C101154,Life,0.0,False
P501155,C101155,Life,0.0,False
P501156,C101156,Motor,0.0,False
P501157,C101157,Motor,44494.0,True
P501158,C101158,Personal Accident,0.0,False
P501159,C101159,Life,25438.0,True
P501160,C101160,Motor,37273.0,True
P501161,C101161,Health,40666.0,True
P501162,C101162,Personal Accident,43898.0,True
P501163,C101163,Life,0.0,False
P501164,C101164,Life,0.0,False
P501165,C101165,Motor,0.0,False
P501166,C101166,Personal Accident,0.0,False
P501167,C101167,Life,0.0,False
P501168,C101168,Health,0.0,False
P501169,C101169,Health,0.0,False
P501170,C101170,Personal Accident,0.0,False
P501171,C101171,Life,25116.0,True
P501172,C101172,Life,0.0,False
P501173,C101173,Life,0.0,False
P501174,C101174,Health,6738.0,True
P501175,C101175,Health,36181.0,True
P501176,C101176,Health,0.0,False
P501177,C101177,Life,32244.0,True
P501178,C101178,Health,0.0,False
P501179,C101179,Health,0.0,False
P501180,C101180,Motor,0.0,False
P501181,C101181,Motor,32023.0,True
P501182,C101182,Motor,0.0,False
P501183,C101183,Motor,0.0,False
P501184,C101184,Life,9711.0,True
P501185,C101185,Health,0.0,False
P501186,C101186,Motor,28207.0,True
P501187,C101187,Personal Accident,0.0,False
P501188,C101188,Personal Accident,0.0,False
P501189,C101189,Motor,0.0,False
P501190,C101190,Life,12749.0,True
P501191,C101191,Personal Accident,0.0,False
P501192,C101192,Personal Accident,30114.0,True
P501193,C101193,Health,32014.0,True
P501194,C101194,Life,32584.0,True
P501195,C101195,Health,0.0,False
P501196,C101196,Motor,23440.0,True
P501197,C101197,Personal Accident,0.0,False
P501198,C101198,Health,0.0,False
P501199,C101199,Life,0.0,False
P501200,C101200,Personal Accident,20356.0,True
P501201,C101201,Motor,35885.0,True
P501202,C101202,Life,38071.0,True
P501203,C101203,Motor,0.0,False
P501204,C101204,Life,0.0,False
P501205,C101205,Motor,0.0,False
P501206,C101206,Motor,0.0,False
P501207,C101207,Health,0.0,False
P501208,C101208,Life,0.0,False
P501209,C101209,Health,0.0,False
P501210,C101210,Life,29054.0,True
P501211,C101211,Health,0.0,False
P501212,C101212,Health,0.0,False
P501213,C101213,Life,0.0,False
P501214,C101214,Motor,5960.0,True
P501215,C101215,Personal Accident,0.0,False
P501216,C101216,Health,0.0,False
P501217,C101217,Health,0.0,False
P501218,C101218,Motor,0.0,False
P501219,C101219,Health,0.0,False
P501220,C101220,Life,0.0,False
P501221,C101221,Motor,0.0,False
P501222,C101222,Motor,33233.0,True
P501223,C101223,Personal Accident,0.0,False
P501224,C101224,Personal Accident,0.0,False
P501225,C101225,Personal Accident,0.0,False
P501226,C101226,Health,0.0,False
P501227,C101227,Motor,0.0,False
P501228,C101228,Personal Accident,15809.0,True
P501229,C101229,Life,0.0,False
P501230,C101230,Motor,0.0,False
P501231,C101231,Personal Accident,0.0,False
P501232,C101232,Motor,22241.0,True
P501233,C101233,Life,31719.0,True
P501234,C101234,Life,0.0,False
P501235,C101235,Personal Accident,28882.0,True
P501236,C101236,Health,0.0,False
P501237,C101237,Life,0.0,False
P501238,C101238,Health,0.0,False
P501239,C101239,Life,22202.0,True
P501240,C101240,Personal Accident,0.0,False
P501241,C101241,Motor,14749.0,True
P501242,C101242,Motor,0.0,False
P501243,C101243,Motor,0.0,False
P501244,C101244,Motor,8514.0,True
P501245,C101245,Health,43324.0,True
P501246,C101246,Life,6113.0,True
P501247,C101247,Health,0.0,False
P501248,C101248,Personal Accident,4731.0,True
P501249,C101249,Motor,10999.0,True
P501250,C101250,Health,0.0,False
P501251,C101251,Motor,0.0,False
P501252,C101252,Life,0.0,False
P501253,C101253,Personal Accident,0.0,False
P501254,C101254,Life,0.0,False
P501255,C101255,Life,0.0,False
P501256,C101256,Life,0.0,False
P501257,C101257,Motor,0.0,False
P501258,C101258,Personal Accident,0.0,False
P501259,C101259,Health,0.0,False
P501260,C101260,Health,0.0,False
P501261,C101261,Life,0.0,False
P501262,C101262,Health,43831.0,True
P501263,C101263,Health,44366.0,True
P501264,C101264,Motor,7128.0,True
P501265,C101265,Life,0.0,False
P501266,C101266,Motor,0.0,False
P501267,C101267,Motor,0.0,False
P501268,C101268,Motor,12341.0,True
P501269,C101269,Life,11372.0,True
P501270,C101270,Motor,10033.0,True
P501271,C101271,Motor,0.0,False
P501272,C101272,Motor,0.0,False
P501273,C101273,Personal Accident,0.0,False
P501274,C101274,Health,0.0,False
P501275,C101275,Health,29374.0,True
P501276,C101276,Life,0.0,False
P501277,C101277,Personal Accident,31834.0,True
P501278,C101278,Personal Accident,0.0,False
P501279,C101279,Personal Accident,11705.0,True
P501280,C101280,Life,0.0,False
P501281,C101281,Personal Accident,0.0,False
P501282,C101282,Personal Accident,14411.0,True
P501283,C101283,Motor,0.0,False
P501284,C101284,Life,0.0,False
P501285,C101285,Life,0.0,False
P501286,C101286,Life,43166.0,True
P501287,C101287,Motor,0.0,False
P501288,C101288,Personal Accident,0.0,False
P501289,C101289,Health,0.0,False
P501290,C101290,Health,0.0,False
P501291,C101291,Personal Accident,0.0,False
P501292,C101292,Personal Accident,0.0,False
P501293,C101293,Life,0.0,False
P501294,C101294,Health,0.0,False
P501295,C101295,Health,0.0,False
P501296,C101296,Life,0.0,False
P501297,C101297,Motor,0.0,False
P501298,C101298,Motor,14425.0,True
P501299,C101299,Health,11867.0,True
P501300,C101300,Personal Accident,0.0,False
P501301,C101301,Motor,0.0,False
P501302,C101302,Life,0.0,False
P501303,C101303,Personal Accident,27049.0,True
P501304,C101304,Life,0.0,False
P501305,C101305,Motor,0.0,False
P501306,C101306,Health,12588.0,True
P501307,C101307,Motor,0.0,False
P501308,C101308,Personal Accident,0.0,False
P501309,C101309,Personal Accident,0.0,False
P501310,C101310,Health,0.0,False
P501311,C101311,Motor,0.0,False
P501312,C101312,Health,0.0,False
P501313,C101313,Health,0.0,False
P501314,C101314,Personal Accident,13592.0,True
P501315,C101315,Personal Accident,0.0,False
P501316,C101316,Life,0.0,False
P501317,C101317,Motor,0.0,False
P501318,C101318,Life,0.0,False
P501319,C101319,Personal Accident,0.0,False
P501320,C101320,Personal Accident,0.0,False
P501321,C101321,Motor,0.0,False
P501322,C101322,Motor,0.0,False
P501323,C101323,Life,0.0,False
P501324,C101324,Motor,11020.0,True
P501325,C101325,Health,0.0,False
P501326,C101326,Health,0.0,False
P501327,C101327,Motor,0.0,False
P501328,C101328,Personal Accident,0.0,False
P501329,C101329,Life,0.0,False
P501330,C101330,Motor,0.0,False
P501331,C101331,Personal Accident,0.0,False
P501332,C101332,Personal Accident,0.0,False
P501333,C101333,Personal Accident,13344.0,True
P501334,C101334,Life,20790.0,True
P501335,C101335,Personal Accident,0.0,False
P501336,C101336,Health,0.0,False
P501337,C101337,Personal Accident,0.0,False
P501338,C101338,Life,0.0,False
P501339,C101339,Personal Accident,38298.0,True
P501340,C101340,Motor,0.0,False
P501341,C101341,Personal Accident,0.0,False
P501342,C101342,Personal Accident,0.0,False
P501343,C101343,Motor,0.0,False
P501344,C101344,Personal Accident,0.0,False
P501345,C101345,Personal Accident,0.0,False
P501346,C101346,Personal Accident,24671.0,True
P501347,C101347,Life,0.0,False
P501348,C101348,Personal Accident,0.0,False
P501349,C101349,Life,0.0,False
P501350,C101350,Life,27411.0,True
P501351,C101351,Health,0.0,False
P501352,C101352,Motor,28580.0,True
P501353,C101353,Personal Accident,40150.0,True
P501354,C101354,Health,0.0,False
P501355,C101355,Personal Accident,0.0,False
P501356,C101356,Health,44828.0,True
P501357,C101357,Motor,0.0,False
P501358,C101358,Motor,28952.0,True
P501359,C101359,Personal Accident,15949.0,True
P501360,C101360,Personal Accident,39920.0,True
P501361,C101361,Personal Accident,0.0,False
P501362,C101362,Motor,0.0,False
P501363,C101363,Personal Accident,0.0,False
P501364,C101364,Health,0.0,False
P501365,C101365,Life,16170.0,True
P501366,C101366,Life,0.0,False
P501367,C101367,Motor,0.0,False
P501368,C101368,Personal Accident,41095.0,True
P501369,C101369,Motor,0.0,False
P501370,C101370,Personal Accident,0.0,False
P501371,C101371,Personal Accident,40957.0,True
P501372,C101372,Health,39806.0,True
P501373,C101373,Life,0.0,False
P501374,C101374,Motor,0.0,False
P501375,C101375,Life,0.0,False
P501376,C101376,Life,0.0,False
P501377,C101377,Motor,17272.0,True
P501378,C101378,Personal Accident,0.0,False
P501379,C101379,Life,0.0,False
P501380,C101380,Health,0.0,False
P501381,C101381,Personal Accident,12335.0,True
P501382,C101382,Motor,35519.0,True
P501383,C101383,Motor,0.0,False
P501384,C101384,Health,36624.0,True
P501385,C101385,Personal Accident,31329.0,True
P501386,C101386,Motor,0.0,False
P501387,C101387,Life,0.0,False
P501388,C101388,Motor,0.0,False
P501389,C101389,Health,0.0,False
P501390,C101390,Health,0.0,False
P501391,C101391,Life,0.0,False
P501392,C101392,Personal Accident,28808.0,True
P501393,C101393,Personal Accident,0.0,False
P501394,C101394,Personal Accident,0.0,False
P501395,C101395,Motor,0.0,False
P501396,C101396,Life,0.0,False
P501397,C101397,Health,0.0,False
P501398,C101398,Personal Accident,0.0,False
P501399,C101399,Personal Accident,0.0,False
P501400,C101400,Motor,0.0,False
P501401,C101401,Personal Accident,0.0,False
P501402,C101402,Motor,0.0,False
P501403,C101403,Personal Accident,0.0,False
P501404,C101404,Life,13143.0,True
P501405,C101405,Personal Accident,43968.0,True
P501406,C101406,Life,32823.0,True
P501407,C101407,Health,0.0,False
P501408,C101408,Motor,0.0,False
P501409,C101409,Personal Accident,0.0,False
P501410,C101410,Life,0.0,False
P501411,C101411,Personal Accident,0.0,False
P501412,C101412,Personal Accident,17892.0,True
P501413,C101413,Health,0.0,False
P501414,C101414,Life,37996.0,True
P501415,C101415,Health,0.0,False
P501416,C101416,Life,0.0,False
P501417,C101417,Life,0.0,False
P501418,C101418,Motor,20328.0,True
P501419,C101419,Personal Accident,22666.0,True
P501420,C101420,Life,31949.0,True
P501421,C101421,Life,0.0,False
P501422,C101422,Motor,27608.0,True
P501423,C101423,Health,8118.0,True
P501424,C101424,Motor,0.0,False
P501425,C101425,Motor,0.0,False
P501426,C101426,Motor,0.0,False
P501427,C101427,Personal Accident,0.0,False
P501428,C101428,Motor,35507.0,True
P501429,C101429,Health,27734.0,True
P501430,C101430,Health,0.0,False
P501431,C101431,Health,22477.0,True
P501432,C101432,Life,0.0,False
P501433,C101433,Life,0.0,False
P501434,C101434,Health,0.0,False
P501435,C101435,Personal Accident,0.0,False
P501436,C101436,Health,0.0,False
P501437,C101437,Life,0.0,False
P501438,C101438,Life,21470.0,True
P501439,C101439,Personal Accident,0.0,False
P501440,C101440,Motor,0.0,False
P501441,C101441,Personal Accident,0.0,False
P501442,C101442,Motor,0.0,False
P501443,C101443,Life,0.0,False
P501444,C101444,Motor,0.0,False
P501445,C101445,Motor,0.0,False
P501446,C101446,Health,0.0,False
P501447,C101447,Life,11568.0,True
P501448,C101448,Personal Accident,15280.0,True
P501449,C101449,Life,0.0,False
P501450,C101450,Personal Accident,0.0,False
P501451,C101451,Personal Accident,40221.0,True
P501452,C101452,Personal Accident,0.0,False
P501453,C101453,Motor,0.0,False
P501454,C101454,Life,0.0,False
P501455,C101455,Personal Accident,11554.0,True
P501456,C101456,Life,0.0,False
P501457,C101457,Health,0.0,False
P501458,C101458,Life,30797.0,True
P501459,C101459,Motor,0.0,False
P501460,C101460,Life,7741.0,True
P501461,C101461,Health,0.0,False
P501462,C101462,Life,0.0,False
P501463,C101463,Life,35963.0,True
P501464,C101464,Life,35574.0,True
P501465,C101465,Motor,38377.0,True
P501466,C101466,Health,0.0,False
P501467,C101467,Personal Accident,0.0,False
P501468,C101468,Life,16814.0,True
P501469,C101469,Personal Accident,0.0,False
P501470,C101470,Motor,15623.0,True
P501471,C101471,Motor,0.0,False
P501472,C101472,Health,0.0,False
P501473,C101473,Health,0.0,False
P501474,C101474,Health,0.0,False
P501475,C101475,Life,0.0,False
P501476,C101476,Motor,0.0,False
P501477,C101477,Health,44893.0,True
P501478,C101478,Personal Accident,44322.0,True
P501479,C101479,Motor,0.0,False
P501480,C101480,Life,0.0,False
P501481,C101481,Motor,37305.0,True
P501482,C101482,Personal Accident,0.0,False
P501483,C101483,Motor,0.0,False
P501484,C101484,Health,0.0,False
P501485,C101485,Health,0.0,False
P501486,C101486,Personal Accident,0.0,False
P501487,C101487,Life,0.0,False
P501488,C101488,Life,0.0,False
P501489,C101489,Life,23960.0,True
P501490,C101490,Personal Accident,34647.0,True
P501491,C101491,Motor,0.0,False
P501492,C101492,Life,0.0,False
P501493,C101493,Motor,0.0,False
P501494,C101494,Motor,0.0,False
P501495,C101495,Motor,0.0,False
P501496,C101496,Health,5299.0,True
P501497,C101497,Motor,7713.0,True
P501498,C101498,Life,32336.0,True
P501499,C101499,Life,37810.0,True
P501500,C101500,Health,0.0,False
P501501,C101501,Health,0.0,False
P501502,C101502,Personal Accident,0.0,False
P501503,C101503,Personal Accident,0.0,False
P501504,C101504,Personal Accident,28977.0,True
P501505,C101505,Health,0.0,False
