transaction_id,customer_id,transaction_date,transaction_type,amount
T408644,C102871,2025-11-21,NEFT,9889.77
T408645,C101691,2025-05-24,POS,6226.6
T408646,C103011,2025-03-09,SALARY,10688.93
T408647,C104038,2025-05-27,ATM,817.72
T408648,C104354,2026-07-05,ATM,33551.94
T408649,C102953,2025-04-22,UPI,4926.55
T408650,C102220,2026-05-01,IMPS,1055.28
T408651,C103053,2025-04-18,UPI,904.3
T408652,C102238,2025-01-13,IMPS,7792.98
T408653,C101114,2026-02-19,POS,1427.95
T408654,C104190,2025-10-29,POS,844.53
T408655,C100154,2025-09-26,ATM,1652.59
T408656,C101560,2025-08-03,POS,1882.33
T408657,C101655,2025-02-09,NEFT,4759.76
T408658,C101208,2026-04-29,NEFT,5580.84
T408659,C101156,2026-07-23,POS,4092.04
T408660,C104356,2026-07-09,IMPS,11019.61
T408661,C100237,2025-11-25,SALARY,1647.07
T408662,C100062,2025-01-05,UPI,1862.05
T408663,C100687,2025-08-22,UPI,2580.31
T408664,C101538,2025-08-16,POS,3840.39
T408665,C103412,2026-04-19,POS,12139.75
T408666,C100221,2026-03-20,NEFT,5214.3
T408667,C100153,2026-01-06,IMPS,773.67
T408668,C101175,2025-06-08,IMPS,509.47
T408669,C100087,2026-02-08,UPI,21334.97
T408670,C100064,2026-03-01,POS,2599.44
T408671,C102022,2025-12-09,IMPS,10322.35
T408672,C104179,2026-04-24,ATM,2011.52
T408673,C100831,2025-11-25,NEFT,337.25
T408674,C102415,2026-06-21,NEFT,2925.91
T408675,C102278,2026-03-28,ATM,5876.18
T408676,C102065,2026-08-03,POS,6116.3
T408677,C102287,2025-12-07,NEFT,702.38
T408678,C100928,2026-03-10,SALARY,1010.78
T408679,C101144,2025-06-10,ATM,7054.11
T408680,C104377,2026-06-12,UPI,7097.42
T408681,C103779,2025-05-30,POS,1215.68
T408682,C100958,2025-03-22,UPI,4009.58
T408683,C103321,2025-12-18,POS,681.42
T408684,C101151,2026-06-19,IMPS,4276.82
T408685,C103935,2025-01-20,NEFT,1406.2
T408686,C100535,2025-07-22,NEFT,9811.26
T408687,C104570,2025-10-04,POS,3899.98
T408688,C100221,2026-07-31,ATM,1750.81
T408689,C104615,2026-02-28,POS,589.26
T408690,C104770,2025-05-17,ATM,15091.25
T408691,C103645,2025-12-06,NEFT,3359.69
T408692,C103034,2025-11-08,SALARY,7907.04
T408693,C100777,2026-05-03,POS,3605.23
T408694,C101092,2025-05-25,POS,3169.49
T408695,C103432,2025-11-04,IMPS,443.78
T408696,C103638,2025-03-21,IMPS,443.14
T408697,C100928,2025-06-26,ATM,4716.14
T408698,C102566,2025-04-15,POS,1190.41
T408699,C104028,2025-06-02,UPI,4044.33
T408700,C101456,2025-10-08,IMPS,2101.27
T408701,C100358,2026-07-26,POS,40397.94
T408702,C103112,2025-05-14,SALARY,3074.74
T408703,C100522,2025-12-20,SALARY,2578.97
T408704,C102325,2026-03-12,UPI,1176.35
T408705,C104785,2025-09-06,SALARY,12122.07
T408706,C101045,2026-01-14,UPI,4309.07
T408707,C104196,2025-05-20,POS,5268.85
T408708,C100280,2026-04-20,ATM,13598.95
T408709,C101452,2026-07-11,UPI,5781.94
T408710,C100803,2025-11-14,NEFT,4138.24
T408711,C102476,2025-04-30,UPI,11595.26
T408712,C104379,2026-01-02,POS,12934.01
T408713,C100548,2026-03-07,NEFT,2133.87
T408714,C104973,2026-07-29,NEFT,2511.22
T408715,C104078,2025-09-16,IMPS,1313.72
T408716,C104396,2026-02-10,UPI,7312.51
T408717,C101555,2025-02-23,SALARY,27653.41
T408718,C102729,2025-09-30,UPI,1991.28
T408719,C100300,2025-11-24,ATM,8522.0
T408720,C101941,2025-01-05,SALARY,7849.64
T408721,C102572,2025-04-06,POS,1958.72
T408722,C104477,2025-01-22,IMPS,858.47
T408723,C103078,2025-02-16,SALARY,15642.47
T408724,C103165,2025-06-12,POS,6274.13
T408725,C104378,2025-10-25,NEFT,6442.93
T408726,C101649,2025-02-16,NEFT,2808.36
T408727,C101223,2025-11-19,POS,1401.53
T408728,C102218,2025-11-01,UPI,832.5
T408729,C100181,2025-06-20,SALARY,3139.06
T408730,C102995,2026-02-26,IMPS,1507.54
T408731,C101444,2025-04-04,UPI,1334.28
T408732,C103799,2025-08-06,SALARY,8100.06
T408733,C101521,2025-08-02,NEFT,7927.84
T408734,C102766,2025-02-20,ATM,18920.31
T408735,C100816,2025-01-02,POS,7022.93
T408736,C100708,2025-05-27,UPI,6455.94
T408737,C103403,2025-05-01,UPI,1000.29
T408738,C103695,2025-11-14,UPI,737.36
T408739,C104098,2025-02-10,UPI,16610.8
T408740,C104374,2025-01-27,UPI,2615.6
T408741,C104346,2025-06-02,UPI,2988.78
T408742,C101814,2025-01-22,UPI,2879.05
T408743,C102978,2025-01-16,POS,1667.59
T408744,C103265,2026-08-01,UPI,7571.34
T408745,C101508,2026-06-30,NEFT,9698.72
T408746,C103919,2026-07-23,POS,3814.33
T408747,C103572,2025-01-18,UPI,982.64
T408748,C103066,2026-03-04,UPI,1365.22
T408749,C103676,2026-01-26,NEFT,649.15
T408750,C104190,2026-03-07,UPI,8775.21
T408751,C100045,2025-02-11,IMPS,4190.34
T408752,C103591,2025-10-31,POS,1284.65
T408753,C100858,2025-11-24,ATM,1888.87
T408754,C100715,2025-04-02,POS,1417.54
T408755,C102787,2026-01-27,POS,1023.55
T408756,C102903,2025-05-15,NEFT,3159.51
T408757,C104649,2025-08-13,ATM,3293.65
T408758,C103875,2026-07-06,SALARY,16315.93
T408759,C100412,2025-12-07,UPI,2633.89
T408760,C103350,2025-02-25,POS,2634.83
T408761,C102167,2025-01-25,UPI,10381.44
T408762,C103855,2025-06-17,POS,3568.32
T408763,C102798,2025-03-08,ATM,1937.32
T408764,C103144,2025-09-04,UPI,300.35
T408765,C100168,2026-06-30,POS,826.15
T408766,C104127,2026-07-05,POS,2507.07
T408767,C104877,2025-10-07,UPI,4134.31
T408768,C100528,2025-06-25,POS,2086.75
T408769,C103546,2025-08-10,SALARY,4361.04
T408770,C104320,2026-06-23,NEFT,4433.28
T408771,C101991,2026-05-23,POS,3140.58
T408772,C101888,2026-02-07,NEFT,6357.68
T408773,C103981,2025-04-07,ATM,9652.45
T408774,C100964,2026-04-14,POS,3828.3
T408775,C103817,2026-01-16,NEFT,2466.56
T408776,C100858,2026-02-03,UPI,1294.9
T408777,C102100,2026-04-04,UPI,4723.18
T408778,C101425,2025-01-07,POS,18152.11
T408779,C101018,2025-06-17,UPI,29503.05
T408780,C102060,2025-04-24,ATM,3133.9
T408781,C100208,2026-02-07,IMPS,503.95
T408782,C104380,2025-03-07,UPI,1328.51
T408783,C100089,2026-07-28,POS,3393.31
T408784,C102172,2025-01-09,UPI,3887.76
T408785,C101913,2026-03-28,UPI,5336.72
T408786,C102885,2026-03-06,SALARY,2532.01
T408787,C100562,2026-07-03,UPI,2075.32
T408788,C100319,2025-08-23,NEFT,5891.21
T408789,C100337,2026-01-27,IMPS,4150.32
T408790,C101083,2026-03-31,IMPS,1612.11
T408791,C102773,2026-07-04,SALARY,2970.95
T408792,C100146,2025-12-26,ATM,352.6
T408793,C103223,2025-03-24,POS,2483.52
T408794,C103217,2025-10-25,UPI,15273.05
T408795,C100906,2026-07-03,IMPS,3743.01
T408796,C103617,2026-01-21,SALARY,1525.35
T408797,C101498,2026-03-17,UPI,16859.92
T408798,C104423,2026-03-01,POS,6415.52
T408799,C100789,2025-11-20,IMPS,6414.88
T408800,C101783,2026-01-26,POS,4266.18
T408801,C103638,2025-01-27,IMPS,3289.31
T408802,C100917,2025-04-26,POS,18230.37
T408803,C103275,2025-07-12,ATM,6498.27
T408804,C100318,2026-06-29,IMPS,5034.74
T408805,C103402,2025-12-27,IMPS,28268.1
T408806,C101700,2026-03-25,POS,49625.1
T408807,C100443,2025-11-17,ATM,1417.21
T408808,C102774,2025-10-29,UPI,1768.14
T408809,C100438,2025-03-25,IMPS,1093.21
T408810,C103093,2026-03-27,IMPS,9885.43
T408811,C104139,2025-08-08,POS,34902.35
T408812,C101433,2025-08-29,POS,10977.51
T408813,C102012,2025-10-14,POS,18708.74
T408814,C104622,2025-03-21,UPI,830.99
T408815,C103217,2025-02-28,NEFT,24359.27
T408816,C102428,2026-03-21,SALARY,3236.44
T408817,C103480,2025-03-04,UPI,3108.65
T408818,C104394,2026-06-14,IMPS,236.18
T408819,C103301,2026-05-08,SALARY,320.79
T408820,C101702,2025-05-27,ATM,8772.9
T408821,C104789,2026-04-07,SALARY,2685.7
T408822,C102118,2025-01-12,UPI,1481.55
T408823,C104328,2025-06-23,NEFT,3653.01
T408824,C101595,2025-05-26,SALARY,11101.93
T408825,C103449,2026-04-16,UPI,1330.44
T408826,C102910,2025-11-18,POS,1298.05
T408827,C101678,2026-04-29,IMPS,9917.97
T408828,C101627,2026-01-23,UPI,2395.3
T408829,C100609,2025-11-20,UPI,2016.37
T408830,C104174,2025-08-22,NEFT,3127.55
T408831,C100048,2026-07-30,UPI,2946.18
T408832,C104831,2025-12-11,ATM,14372.47
T408833,C104677,2025-04-27,SALARY,3547.94
T408834,C101040,2025-05-17,SALARY,8585.82
T408835,C104671,2025-11-13,UPI,5252.47
T408836,C103599,2025-10-05,SALARY,7748.24
T408837,C103514,2025-03-13,ATM,606.76
T408838,C100592,2026-02-28,NEFT,2208.92
T408839,C100619,2026-06-16,SALARY,30988.77
T408840,C103402,2025-01-14,UPI,4286.32
T408841,C104582,2025-06-29,UPI,2688.75
T408842,C103060,2026-02-19,IMPS,1867.43
T408843,C102628,2025-10-15,POS,2355.34
T408844,C103241,2025-02-18,UPI,8922.04
T408845,C102558,2025-10-07,IMPS,19125.36
T408846,C100562,2025-02-20,POS,10971.17
T408847,C100948,2026-02-25,NEFT,3877.81
T408848,C104569,2025-08-05,IMPS,2128.29
T408849,C100626,2025-02-25,POS,2868.53
T408850,C104853,2025-01-04,ATM,11469.69
T408851,C100234,2025-03-09,POS,1600.18
T408852,C100890,2025-03-13,IMPS,2233.39
T408853,C103371,2026-01-14,NEFT,1074.84
T408854,C104834,2025-11-04,IMPS,3288.12
T408855,C102202,2026-03-28,NEFT,5805.73
T408856,C103324,2025-12-04,UPI,1358.74
T408857,C102566,2025-12-11,IMPS,5720.94
T408858,C103597,2025-02-14,POS,1534.52
T408859,C103352,2026-04-19,UPI,3893.74
T408860,C102056,2026-07-15,POS,6376.7
T408861,C103493,2025-07-19,POS,1676.37
T408862,C103543,2025-12-07,ATM,6394.74
T408863,C101526,2025-03-11,SALARY,6898.55
T408864,C102378,2025-09-25,UPI,5244.49
T408865,C102830,2025-09-03,POS,2120.58
T408866,C100178,2025-09-30,UPI,5183.94
T408867,C100933,2025-08-31,NEFT,2128.33
T408868,C104377,2025-06-11,SALARY,3513.33
T408869,C102705,2026-01-28,SALARY,8234.61
T408870,C102761,2025-09-12,UPI,3011.24
T408871,C104813,2025-08-08,UPI,4073.73
T408872,C100770,2026-01-14,IMPS,18763.64
T408873,C103096,2026-01-09,POS,10814.82
T408874,C103801,2026-07-29,NEFT,3074.06
T408875,C100603,2025-06-17,UPI,2741.41
T408876,C104080,2025-08-22,ATM,3392.79
T408877,C103647,2025-02-11,SALARY,1610.12
T408878,C101421,2026-05-05,UPI,4554.77
T408879,C101656,2025-02-23,NEFT,3988.8
T408880,C100729,2025-11-27,UPI,3375.97
T408881,C102055,2026-02-21,POS,4416.69
T408882,C101049,2026-01-30,UPI,1345.07
T408883,C102770,2025-09-20,SALARY,1212.89
T408884,C100562,2026-02-22,NEFT,5337.46
T408885,C101964,2025-10-01,IMPS,5467.1
T408886,C101305,2025-01-10,UPI,12467.78
T408887,C100203,2025-05-24,UPI,8814.0
T408888,C103169,2026-03-31,SALARY,2280.17
T408889,C103866,2026-04-03,UPI,1681.35
T408890,C101866,2025-06-23,UPI,9377.47
T408891,C103929,2025-02-06,POS,1146.9
T408892,C100208,2025-06-16,UPI,1447.23
T408893,C103511,2025-10-30,POS,3309.94
T408894,C103913,2026-05-22,SALARY,7238.27
T408895,C101346,2025-01-27,POS,3940.04
T408896,C101535,2025-08-10,POS,4011.01
T408897,C101126,2025-04-20,UPI,4278.48
T408898,C102043,2025-09-22,UPI,15103.91
T408899,C103906,2026-01-22,UPI,1840.47
T408900,C101175,2025-08-12,UPI,1693.44
T408901,C100353,2025-07-31,UPI,1306.69
T408902,C100278,2025-01-22,SALARY,6039.51
T408903,C100698,2025-01-03,ATM,4584.55
T408904,C104447,2026-01-12,POS,3536.26
T408905,C101298,2025-08-03,POS,2307.95
T408906,C103706,2025-11-22,IMPS,1535.84
T408907,C104556,2026-06-01,UPI,1047.82
T408908,C100260,2026-03-02,IMPS,8737.72
T408909,C104391,2025-06-05,UPI,585.38
T408910,C104323,2025-01-29,UPI,1071.31
T408911,C101063,2025-04-15,POS,3395.39
T408912,C102100,2025-08-14,SALARY,2061.73
T408913,C102608,2025-09-24,UPI,804.74
T408914,C100631,2025-09-14,ATM,2952.38
T408915,C104985,2026-04-08,ATM,181.36
T408916,C102701,2026-05-15,IMPS,6444.47
T408917,C100930,2026-04-09,NEFT,9078.46
T408918,C103256,2025-04-22,POS,1367.3
T408919,C101200,2026-02-13,NEFT,5955.51
T408920,C103704,2025-03-27,POS,3167.99
T408921,C100513,2025-12-15,UPI,1499.94
T408922,C103540,2026-04-16,ATM,2197.01
T408923,C104606,2026-02-16,POS,22328.89
T408924,C101855,2025-06-14,UPI,8530.13
T408925,C100214,2025-11-25,NEFT,4175.7
T408926,C101198,2026-01-12,UPI,2500.35
T408927,C102369,2025-03-15,NEFT,816.13
T408928,C103635,2025-03-22,ATM,7891.85
T408929,C104495,2025-01-24,IMPS,34186.43
T408930,C100924,2025-08-26,ATM,6677.55
T408931,C102729,2026-08-01,IMPS,2015.28
T408932,C102162,2026-04-20,NEFT,8551.6
T408933,C104617,2025-12-05,NEFT,2033.41
T408934,C101386,2025-02-11,IMPS,11899.8
T408935,C102048,2025-10-12,ATM,1282.52
T408936,C100223,2025-05-04,POS,1052.9
T408937,C103795,2025-09-02,UPI,1362.24
T408938,C101095,2025-11-11,IMPS,5637.24
T408939,C101714,2025-05-19,UPI,1981.89
T408940,C102198,2025-09-16,NEFT,14347.12
T408941,C100969,2026-02-06,SALARY,41034.54
T408942,C100002,2026-06-05,UPI,4374.13
T408943,C101965,2026-02-24,UPI,4451.16
T408944,C101378,2025-04-05,UPI,1700.59
T408945,C100443,2026-06-01,SALARY,3837.9
T408946,C103114,2026-02-06,UPI,5435.83
T408947,C100874,2025-11-29,SALARY,1876.25
T408948,C103451,2026-06-29,UPI,714.64
T408949,C102321,2025-04-27,ATM,3978.59
T408950,C104998,2026-03-27,SALARY,10636.53
T408951,C103875,2025-12-09,POS,2430.96
T408952,C100655,2026-07-08,SALARY,5771.25
T408953,C104542,2026-02-05,POS,744.6
T408954,C102162,2025-11-12,IMPS,8429.48
T408955,C104744,2025-07-05,ATM,4614.02
T408956,C101934,2026-06-12,NEFT,1199.86
T408957,C104835,2025-10-26,ATM,7770.8
T408958,C101960,2025-10-06,IMPS,2204.44
T408959,C102222,2026-02-02,ATM,6229.62
T408960,C104144,2025-12-27,POS,615.85
T408961,C100165,2025-04-17,ATM,6991.21
T408962,C100604,2025-12-11,SALARY,7032.4
T408963,C104924,2025-06-14,POS,2859.38
T408964,C104313,2026-02-14,SALARY,4865.09
T408965,C100786,2025-06-21,POS,1921.87
T408966,C100622,2025-11-16,POS,3282.92
T408967,C102497,2025-11-06,NEFT,25069.83
T408968,C102293,2025-03-05,UPI,3771.06
T408969,C100644,2026-06-25,UPI,2443.33
T408970,C100524,2026-07-15,POS,5208.45
T408971,C101484,2025-09-08,UPI,1622.64
T408972,C100605,2026-05-03,POS,16142.16
T408973,C100859,2026-04-12,UPI,9189.53
T408974,C101770,2026-02-01,POS,3405.94
T408975,C102215,2026-04-06,UPI,3421.62
T408976,C102510,2026-06-02,UPI,2494.93
T408977,C104697,2025-06-06,SALARY,1778.06
T408978,C101427,2025-01-15,SALARY,1407.18
T408979,C100366,2026-01-29,SALARY,1725.27
T408980,C104752,2026-05-09,NEFT,692.06
T408981,C103435,2025-01-26,IMPS,2621.12
T408982,C104239,2025-02-25,SALARY,15232.3
T408983,C101484,2026-04-24,UPI,10562.56
T408984,C100850,2025-04-29,NEFT,9072.08
T408985,C101099,2026-04-10,UPI,13234.92
T408986,C101856,2025-05-10,UPI,2646.12
T408987,C104453,2026-04-24,NEFT,18015.08
T408988,C100714,2025-08-09,POS,417.72
T408989,C101402,2026-05-18,UPI,12543.2
T408990,C103593,2026-02-25,POS,5440.26
T408991,C101298,2026-05-30,NEFT,3068.01
T408992,C104803,2026-01-08,UPI,1868.03
T408993,C102318,2026-04-04,UPI,1763.75
T408994,C102754,2026-04-28,ATM,4852.45
T408995,C101364,2025-08-08,UPI,4157.13
T408996,C104113,2025-02-01,NEFT,7757.55
T408997,C103598,2026-06-23,UPI,418.94
T408998,C100362,2025-06-25,UPI,1938.71
T408999,C102136,2025-05-20,UPI,4517.86
T409000,C103918,2026-07-19,UPI,4326.4
T409001,C100465,2025-06-07,POS,2312.57
T409002,C101679,2025-01-06,NEFT,5801.11
T409003,C101386,2026-07-18,POS,451.26
T409004,C104530,2025-05-25,IMPS,2932.57
T409005,C100071,2025-01-10,ATM,2222.0
T409006,C101733,2026-06-02,POS,3172.4
T409007,C104870,2025-05-15,NEFT,3030.67
T409008,C101978,2025-11-24,POS,12863.91
T409009,C102696,2025-04-10,UPI,1631.18
T409010,C102629,2026-04-03,ATM,24265.37
T409011,C104597,2025-06-12,IMPS,13676.45
T409012,C103800,2025-11-01,POS,3756.69
T409013,C103965,2025-04-07,UPI,6361.64
T409014,C102534,2026-02-28,POS,1135.4
T409015,C100703,2026-01-06,NEFT,2136.91
T409016,C104074,2025-08-06,IMPS,6439.44
T409017,C101608,2025-12-29,UPI,20083.73
T409018,C101165,2026-07-23,UPI,7922.4
T409019,C100836,2026-05-31,POS,7232.66
T409020,C103125,2025-06-12,SALARY,5539.02
T409021,C102631,2025-04-15,ATM,1141.58
T409022,C103199,2025-06-16,UPI,2104.77
T409023,C101278,2026-03-10,POS,1399.56
T409024,C101215,2026-04-04,ATM,3794.13
T409025,C102537,2026-03-25,UPI,4276.04
T409026,C103282,2026-04-03,UPI,15019.31
T409027,C103178,2025-11-10,UPI,9864.11
T409028,C101918,2025-01-13,UPI,5612.77
T409029,C100864,2026-03-18,POS,3551.06
T409030,C101125,2025-11-24,IMPS,8563.62
T409031,C101446,2025-10-22,ATM,11960.32
T409032,C104423,2025-06-07,UPI,830.12
T409033,C101403,2025-07-18,POS,4595.06
T409034,C104945,2025-01-19,ATM,3802.4
T409035,C103434,2026-04-09,UPI,2386.56
T409036,C101842,2025-08-08,SALARY,13696.74
T409037,C104396,2026-01-27,ATM,36180.57
T409038,C102802,2026-01-26,POS,21729.97
T409039,C102546,2025-05-23,UPI,1430.36
T409040,C102762,2025-06-21,NEFT,4167.39
T409041,C100971,2026-01-16,POS,4274.93
T409042,C104563,2025-06-08,SALARY,1958.39
T409043,C100017,2025-01-19,SALARY,4941.27
T409044,C101238,2025-12-07,IMPS,7163.98
T409045,C100884,2026-04-29,POS,77138.7
T409046,C101158,2025-09-12,IMPS,1839.24
T409047,C102570,2026-02-02,ATM,1611.12
T409048,C100029,2025-05-17,ATM,1243.31
T409049,C102240,2026-01-18,IMPS,40524.17
T409050,C102237,2026-07-30,UPI,5134.04
T409051,C104370,2025-07-01,UPI,2111.28
T409052,C102917,2025-07-16,NEFT,1589.08
T409053,C101574,2025-05-09,NEFT,4280.47
T409054,C102654,2025-02-17,IMPS,11744.91
T409055,C102691,2026-07-24,SALARY,7043.0
T409056,C102165,2025-08-09,POS,387.23
T409057,C102360,2026-03-26,IMPS,7404.72
T409058,C102244,2026-06-19,IMPS,2100.28
T409059,C100971,2025-09-21,IMPS,7368.9
T409060,C100782,2026-01-24,POS,1136.6
T409061,C101118,2026-02-19,ATM,14096.3
T409062,C103975,2025-06-02,POS,2456.07
T409063,C103646,2026-05-22,UPI,1009.32
T409064,C100362,2026-03-01,UPI,1558.49
T409065,C103366,2025-03-15,ATM,1603.46
T409066,C102379,2025-04-01,ATM,322.86
T409067,C103333,2026-05-15,NEFT,16427.28
T409068,C104950,2025-04-09,ATM,14560.56
T409069,C100831,2026-01-13,UPI,21564.76
T409070,C100374,2025-07-02,IMPS,653.29
T409071,C103511,2026-01-28,UPI,2633.02
T409072,C101324,2025-02-08,UPI,1385.78
T409073,C101788,2026-02-22,POS,2805.56
T409074,C103874,2026-01-29,SALARY,10041.35
T409075,C101563,2025-06-09,POS,3158.81
T409076,C103084,2025-05-23,NEFT,1356.61
T409077,C100001,2026-02-09,UPI,1777.17
T409078,C101229,2025-09-25,UPI,2164.8
T409079,C104062,2026-02-26,SALARY,3715.85
T409080,C104165,2026-06-07,UPI,6426.44
T409081,C104310,2025-12-23,SALARY,10276.62
T409082,C101125,2026-05-30,UPI,2003.03
T409083,C102398,2025-02-03,POS,2058.47
T409084,C104219,2026-01-22,NEFT,1302.17
T409085,C101285,2026-04-22,IMPS,1865.74
T409086,C101718,2026-02-08,POS,5840.21
T409087,C102790,2026-01-24,SALARY,4829.07
T409088,C100575,2026-05-23,UPI,2955.21
T409089,C100896,2025-01-16,POS,7898.98
T409090,C100207,2026-08-02,NEFT,3188.11
T409091,C103448,2026-01-16,ATM,1742.05
T409092,C101301,2026-07-21,POS,3274.09
T409093,C104375,2026-07-05,POS,1992.13
T409094,C102612,2025-04-10,UPI,8552.99
T409095,C104098,2025-12-14,ATM,3862.32
T409096,C101766,2026-01-01,NEFT,6895.61
T409097,C102570,2025-10-03,NEFT,3228.98
T409098,C101144,2025-09-16,POS,9402.74
T409099,C100742,2025-11-21,IMPS,15864.91
T409100,C100035,2025-05-25,UPI,1845.01
T409101,C103251,2025-01-30,UPI,1028.06
T409102,C101557,2025-08-17,IMPS,4207.97
T409103,C104668,2026-06-22,POS,2229.95
T409104,C104790,2026-08-01,IMPS,7428.93
T409105,C103904,2025-05-22,SALARY,2068.59
T409106,C103484,2026-05-13,ATM,1995.28
T409107,C101066,2026-04-23,POS,6414.91
T409108,C100099,2025-06-21,UPI,3792.88
T409109,C103065,2025-10-03,UPI,3219.93
T409110,C104329,2025-11-09,POS,1764.52
T409111,C102822,2025-02-06,NEFT,8192.74
T409112,C101888,2025-04-29,POS,5091.08
T409113,C104094,2026-02-10,UPI,4004.51
T409114,C103710,2025-05-08,SALARY,1281.56
T409115,C100603,2025-12-30,POS,18464.22
T409116,C104389,2025-08-11,IMPS,3330.04
T409117,C103339,2026-02-10,UPI,7847.53
T409118,C104950,2025-05-01,UPI,3636.94
T409119,C102255,2025-08-22,UPI,10405.04
T409120,C103548,2025-08-09,POS,2844.17
T409121,C101111,2025-03-13,UPI,978.19
T409122,C104908,2025-09-16,UPI,3339.13
T409123,C100034,2026-03-23,IMPS,9010.72
T409124,C104386,2025-06-20,UPI,3018.25
T409125,C104072,2025-12-24,UPI,5470.78
T409126,C102279,2025-05-24,ATM,7744.99
T409127,C104469,2025-06-27,ATM,12243.14
T409128,C100971,2026-01-24,UPI,26114.93
T409129,C102465,2025-11-28,UPI,6061.75
T409130,C103183,2026-06-20,POS,4634.98
T409131,C104705,2025-06-27,UPI,3791.31
T409132,C101054,2026-03-23,UPI,1548.32
T409133,C102023,2025-05-09,POS,16313.73
T409134,C101781,2025-05-14,POS,3789.02
T409135,C103600,2026-05-16,IMPS,3198.85
T409136,C102069,2026-06-07,UPI,5351.69
T409137,C100487,2025-07-08,ATM,1151.97
T409138,C104322,2025-05-08,POS,1803.29
T409139,C101605,2025-03-24,POS,7694.02
T409140,C100400,2026-03-01,NEFT,800.89
T409141,C101938,2025-05-31,UPI,689.79
T409142,C101837,2025-09-04,IMPS,1888.15
T409143,C103013,2025-05-15,UPI,4011.39
T409144,C100906,2025-07-12,POS,3826.36
T409145,C104358,2025-09-09,SALARY,3991.12
T409146,C102177,2025-03-25,POS,37144.1
T409147,C100395,2026-05-28,SALARY,5083.27
T409148,C101040,2026-06-22,SALARY,2415.07
T409149,C100222,2026-06-17,UPI,6208.98
T409150,C101403,2026-04-06,UPI,2202.44
T409151,C104901,2026-06-06,POS,6019.83
T409152,C102905,2025-11-09,SALARY,1759.93
T409153,C104216,2026-05-22,ATM,1877.89
T409154,C104412,2025-03-08,UPI,11996.63
T409155,C100362,2025-04-03,POS,11867.47
T409156,C102084,2025-12-10,POS,8324.09
T409157,C100150,2025-04-21,POS,224.28
T409158,C104557,2025-04-09,UPI,3223.35
T409159,C101577,2025-07-13,IMPS,4915.28
T409160,C104869,2025-07-17,UPI,986.88
T409161,C104591,2025-11-30,IMPS,1464.6
T409162,C101373,2025-02-25,ATM,23544.06
T409163,C104389,2025-01-05,POS,26784.56
T409164,C102890,2025-03-07,POS,7995.58
T409165,C104349,2026-04-02,ATM,3536.17
T409166,C103499,2026-02-24,SALARY,3980.94
T409167,C101562,2025-01-06,IMPS,18902.97
T409168,C104663,2025-09-19,NEFT,1910.2
T409169,C104669,2026-01-23,SALARY,8115.04
T409170,C102331,2025-06-13,UPI,11690.22
T409171,C101296,2026-05-02,UPI,1545.97
T409172,C101563,2025-01-23,UPI,5062.94
T409173,C104781,2026-05-20,POS,472.84
T409174,C102974,2025-07-11,ATM,6201.77
T409175,C102397,2026-04-04,UPI,1229.2
T409176,C101946,2026-03-06,UPI,13215.75
T409177,C102101,2025-04-08,POS,600.21
T409178,C102304,2026-08-03,POS,1593.57
T409179,C101961,2025-09-23,POS,731.62
T409180,C102817,2026-04-02,UPI,9542.36
T409181,C103472,2025-08-11,UPI,2448.7
T409182,C100895,2026-07-18,IMPS,10564.59
T409183,C101254,2025-02-16,SALARY,2423.94
T409184,C102237,2026-07-10,IMPS,751.06
T409185,C102839,2025-07-01,IMPS,5244.54
T409186,C104312,2026-03-07,UPI,5724.15
T409187,C104050,2025-01-29,NEFT,13166.71
T409188,C104992,2025-08-06,UPI,1732.08
T409189,C101649,2025-10-13,UPI,3923.75
T409190,C104527,2026-01-23,NEFT,1322.83
T409191,C100837,2026-02-08,UPI,2920.03
T409192,C101186,2025-04-01,ATM,5702.91
T409193,C102668,2025-11-29,SALARY,1742.57
T409194,C103113,2025-11-04,UPI,6761.69
T409195,C100095,2026-02-24,NEFT,3144.02
T409196,C100547,2026-05-05,IMPS,359.84
T409197,C104509,2026-04-20,IMPS,3123.05
T409198,C101333,2025-04-21,UPI,609.0
T409199,C103772,2025-02-17,POS,3280.91
T409200,C102431,2026-07-14,NEFT,5700.73
T409201,C102729,2026-03-20,POS,2533.32
T409202,C102249,2025-03-27,SALARY,4948.04
T409203,C101566,2025-01-16,UPI,4361.03
T409204,C104713,2025-11-30,ATM,25463.23
T409205,C101785,2025-06-17,NEFT,457.6
T409206,C104267,2026-06-01,POS,915.45
T409207,C104552,2026-02-19,IMPS,8610.04
T409208,C104314,2025-12-02,NEFT,24180.0
T409209,C102598,2025-02-08,POS,2210.43
T409210,C103951,2025-10-06,POS,39328.09
T409211,C104798,2026-03-31,ATM,2909.74
T409212,C103827,2025-05-27,UPI,2145.01
T409213,C100989,2025-03-27,ATM,4094.95
T409214,C103088,2026-07-17,IMPS,3210.39
T409215,C101373,2025-02-21,UPI,11089.83
T409216,C101958,2025-01-25,UPI,3821.88
T409217,C102400,2025-11-01,POS,1442.1
T409218,C100038,2025-02-13,IMPS,3296.14
T409219,C104586,2026-03-09,NEFT,700.1
T409220,C100595,2025-04-22,UPI,2506.45
T409221,C102165,2026-07-07,NEFT,852.2
T409222,C100207,2025-04-27,IMPS,869.5
T409223,C102037,2026-07-25,UPI,4757.3
T409224,C104113,2026-08-01,NEFT,8405.76
