loan_id,customer_id,product,channel,disbursement_date,original_amount,tenure_months,interest_rate,dpd,loan_status,outstanding_principal
L201534,C103875,Home Loan,Digital,2024-09-11,3225000.0,60,9.26,178,NPL,1905235.0
L201535,C101069,Home Loan,Digital,2025-11-02,4511000.0,24,9.89,3,Delinquent,2983207.0
L201536,C103705,Home Loan,DSA,2025-03-14,2453000.0,120,9.85,34,Delinquent,2053111.0
L201537,C100800,Auto Loan,DSA,2025-05-09,738000.0,12,11.25,26,Delinquent,108792.0
L201538,C101523,Personal Loan,Branch,2023-07-02,170000.0,60,19.51,7,Delinquent,39073.0
L201539,C102352,Business Loan,Digital,2025-10-13,620000.0,36,16.19,15,Delinquent,442466.0
L201540,C102441,Home Loan,Branch,2024-09-29,4411000.0,24,11.33,32,Delinquent,716467.0
L201541,C100152,Personal Loan,Digital,2024-07-01,483000.0,12,21.3,39,Delinquent,74450.0
L201542,C104223,Education Loan,DSA,2023-03-02,282000.0,60,11.53,7,Delinquent,93870.0
L201543,C100031,Personal Loan,Branch,2025-12-07,201000.0,24,20.61,69,Delinquent,142481.0
L201544,C104401,Personal Loan,Digital,2025-01-22,358000.0,48,19.52,31,Delinquent,206794.0
L201545,C101031,Personal Loan,Branch,2024-01-10,58000.0,36,18.23,9,Delinquent,13163.0
L201546,C103553,Auto Loan,Branch,2024-10-03,279000.0,36,12.35,3,Delinquent,83239.0
L201547,C103558,Auto Loan,DSA,2025-12-27,413000.0,24,11.5,1,Delinquent,294983.0
L201548,C102283,Home Loan,Digital,2025-10-04,2461000.0,12,9.93,58,Delinquent,196880.0
L201549,C102687,Personal Loan,DSA,2023-12-24,216000.0,120,18.33,0,Current,174271.0
L201550,C100366,Personal Loan,DSA,2025-08-15,531000.0,84,13.59,4,Delinquent,438240.0
L201551,C104505,Home Loan,DSA,2023-01-10,4163000.0,60,8.97,53,Delinquent,1508250.0
L201552,C100597,Home Loan,Branch,2024-06-03,4976000.0,84,10.0,13,Delinquent,2943490.0
L201553,C103292,Personal Loan,Digital,2024-10-20,620000.0,120,17.8,9,Delinquent,565485.0
L201554,C100002,Home Loan,Digital,2025-03-01,4134000.0,12,11.44,13,Delinquent,588077.0
L201555,C103730,Auto Loan,DSA,2023-01-02,848000.0,36,13.0,70,Delinquent,106671.0
L201556,C101796,Auto Loan,Digital,2023-12-30,1379000.0,84,9.53,4,Delinquent,839751.0
L201557,C102409,Auto Loan,Branch,2023-11-05,221000.0,12,10.91,5,Delinquent,48375.0
L201558,C100117,Auto Loan,Digital,2024-04-10,1398000.0,60,9.85,42,Delinquent,628440.0
L201559,C101095,Personal Loan,DSA,2025-04-10,745000.0,60,16.44,1,Delinquent,572427.0
L201560,C102176,Auto Loan,Branch,2023-04-04,1112000.0,36,13.38,9,Delinquent,221416.0
L201561,C103589,Personal Loan,Digital,2025-06-18,303000.0,120,13.03,1,Delinquent,267781.0
L201562,C102988,Auto Loan,DSA,2023-05-01,639000.0,84,10.31,5,Delinquent,325537.0
L201563,C101303,Home Loan,Branch,2024-08-31,4978000.0,60,8.98,7,Delinquent,3020868.0
L201564,C102980,Auto Loan,Digital,2025-09-09,247000.0,84,9.58,29,Delinquent,209739.0
L201565,C101116,Business Loan,Partner,2025-11-20,2886000.0,12,17.04,8,Delinquent,692215.0
L201566,C102777,Personal Loan,Branch,2026-03-12,740000.0,120,12.58,23,Delinquent,731781.0
L201567,C102703,Personal Loan,Branch,2024-06-01,538000.0,60,18.57,37,Delinquent,320733.0
L201568,C101131,Business Loan,Digital,2024-08-10,1957000.0,12,15.11,35,Delinquent,273898.0
L201569,C101002,Personal Loan,Digital,2025-12-17,686000.0,48,11.2,15,Delinquent,567607.0
L201570,C102596,Home Loan,DSA,2023-06-03,2812000.0,36,8.6,10,Delinquent,486489.0
L201571,C102935,Personal Loan,Digital,2025-12-27,264000.0,60,16.63,85,Delinquent,233658.0
L201572,C104900,Home Loan,Digital,2023-04-17,1895000.0,12,9.24,15,Delinquent,197570.0
L201573,C102478,Home Loan,Digital,2023-04-20,4791000.0,12,11.45,2,Delinquent,383280.0
L201574,C102224,Business Loan,Branch,2023-02-24,1633000.0,84,16.02,9,Delinquent,803524.0
L201575,C102379,Auto Loan,Digital,2023-10-04,506000.0,84,14.28,15,Delinquent,285627.0
L201576,C104373,Home Loan,Branch,2025-11-20,5891000.0,36,8.98,74,Delinquent,4141082.0
L201577,C101535,Business Loan,Partner,2023-09-07,2431000.0,36,14.97,4,Delinquent,493725.0
L201578,C101908,Business Loan,Branch,2024-06-14,1237000.0,84,12.42,12,Delinquent,769550.0
L201579,C101845,Personal Loan,Branch,2025-08-24,448000.0,36,18.66,18,Delinquent,288344.0
L201580,C103116,Auto Loan,DSA,2025-11-22,473000.0,84,12.75,14,Delinquent,447395.0
L201581,C103497,Personal Loan,Branch,2024-06-10,241000.0,60,11.05,5,Delinquent,146864.0
L201582,C102410,Personal Loan,Digital,2024-03-11,51000.0,12,16.3,4,Delinquent,4080.0
L201583,C101320,Business Loan,Partner,2024-07-11,2512000.0,60,14.8,10,Delinquent,1450197.0
L201584,C103444,Business Loan,DSA,2024-12-06,2577000.0,120,14.72,5,Delinquent,2052240.0
L201585,C101378,Business Loan,Branch,2024-01-22,1976000.0,84,14.83,11,Delinquent,1435718.0
L201586,C104487,Home Loan,Branch,2025-03-19,3251000.0,48,9.39,16,Delinquent,2415988.0
L201587,C103121,Personal Loan,Digital,2025-08-26,892000.0,60,11.54,20,Delinquent,692543.0
L201588,C102205,Personal Loan,Digital,2023-03-02,330000.0,120,17.87,7,Delinquent,205211.0
L201589,C101167,Personal Loan,Branch,2025-09-12,759000.0,48,17.62,55,Delinquent,591340.0
L201590,C103787,Personal Loan,Branch,2025-03-28,387000.0,12,18.14,134,NPL,78492.0
L201591,C103049,Home Loan,DSA,2023-03-12,4685000.0,24,11.2,0,Current,847898.0
L201592,C104413,Auto Loan,Branch,2025-08-17,1407000.0,36,13.45,3,Delinquent,874860.0
L201593,C103534,Personal Loan,DSA,2024-08-17,885000.0,84,12.32,6,Delinquent,682176.0
L201594,C103948,Personal Loan,Branch,2023-01-27,590000.0,48,16.78,11,Delinquent,78732.0
L201595,C100461,Personal Loan,Digital,2023-04-09,527000.0,60,12.6,14,Delinquent,140111.0
L201596,C100123,Business Loan,Digital,2023-03-12,1054000.0,120,17.23,2,Delinquent,774273.0
L201597,C103293,Personal Loan,Branch,2024-05-03,742000.0,60,12.98,47,Delinquent,452089.0
L201598,C100001,Personal Loan,Digital,2024-09-18,896000.0,12,21.29,10,Delinquent,83910.0
L201599,C104455,Home Loan,Branch,2023-10-16,4240000.0,120,10.99,1,Delinquent,3186887.0
L201600,C104415,Personal Loan,Partner,2026-03-11,162000.0,48,12.12,70,Delinquent,156460.0
L201601,C102926,Personal Loan,DSA,2023-02-07,876000.0,48,12.1,41,Delinquent,176166.0
L201602,C103647,Business Loan,Branch,2026-03-13,2157000.0,12,12.89,9,Delinquent,1247629.0
L201603,C102110,Personal Loan,Digital,2023-07-01,100000.0,48,12.16,12,Delinquent,16552.0
L201604,C104791,Personal Loan,Partner,2023-05-12,223000.0,24,19.98,13,Delinquent,28189.0
L201605,C100180,Personal Loan,Digital,2024-08-13,695000.0,36,15.33,6,Delinquent,211728.0
L201606,C101463,Personal Loan,Digital,2025-07-02,827000.0,60,16.51,9,Delinquent,531410.0
L201607,C103489,Business Loan,DSA,2025-03-04,1400000.0,12,14.5,14,Delinquent,237210.0
L201608,C103940,Auto Loan,Branch,2025-08-09,513000.0,24,10.39,7,Delinquent,225720.0
L201609,C101212,Home Loan,DSA,2024-06-27,4214000.0,48,10.43,64,Delinquent,1895506.0
L201610,C104008,Auto Loan,Branch,2025-11-18,1421000.0,36,11.7,47,Delinquent,1143291.0
L201611,C102304,Personal Loan,DSA,2025-07-05,841000.0,48,14.87,6,Delinquent,649931.0
L201612,C104287,Home Loan,Digital,2023-02-22,2396000.0,60,8.64,26,Delinquent,809729.0
L201613,C101336,Personal Loan,Branch,2024-08-25,401000.0,24,18.59,7,Delinquent,78850.0
L201614,C103461,Business Loan,Partner,2026-03-12,1907000.0,84,13.48,7,Delinquent,1883660.0
L201615,C101038,Business Loan,Digital,2025-05-21,691000.0,36,13.12,15,Delinquent,447947.0
L201616,C100692,Personal Loan,Branch,2025-09-13,771000.0,12,15.48,7,Delinquent,106765.0
L201617,C103527,Business Loan,DSA,2025-05-13,1674000.0,120,13.21,4,Delinquent,1447414.0
L201618,C103405,Personal Loan,Digital,2024-12-30,629000.0,24,16.71,8,Delinquent,69409.0
L201619,C101467,Personal Loan,Branch,2024-02-06,877000.0,36,16.0,75,Delinquent,130315.0
L201620,C103023,Personal Loan,Digital,2023-03-22,191000.0,48,15.36,10,Delinquent,15280.0
L201621,C104708,Personal Loan,Partner,2023-12-28,691000.0,84,20.42,17,Delinquent,397512.0
L201622,C101669,Personal Loan,Branch,2023-10-16,853000.0,120,13.78,15,Delinquent,677373.0
L201623,C102509,Business Loan,Partner,2025-05-19,1767000.0,36,10.53,57,Delinquent,955757.0
L201624,C101044,Personal Loan,Digital,2024-02-20,369000.0,36,13.58,126,NPL,70321.0
L201625,C102591,Personal Loan,Branch,2024-02-29,366000.0,24,15.02,56,Delinquent,29280.0
L201626,C104426,Personal Loan,DSA,2025-10-25,779000.0,36,17.05,7,Delinquent,634644.0
L201627,C103180,Personal Loan,Digital,2023-08-23,556000.0,48,17.17,8,Delinquent,181543.0
L201628,C100710,Personal Loan,DSA,2025-07-02,584000.0,12,16.55,29,Delinquent,46720.0
L201629,C103703,Personal Loan,Digital,2024-02-27,561000.0,120,20.35,87,Delinquent,454535.0
L201630,C102111,Personal Loan,Branch,2026-02-02,423000.0,24,16.73,43,Delinquent,301849.0
L201631,C100091,Personal Loan,Branch,2026-02-20,205000.0,60,16.84,4,Delinquent,175142.0
L201632,C103114,Personal Loan,Digital,2024-05-22,89000.0,48,18.52,29,Delinquent,37694.0
L201633,C101496,Auto Loan,Digital,2025-07-27,1396000.0,24,12.07,8,Delinquent,670009.0
L201634,C104859,Education Loan,Partner,2026-01-05,334000.0,36,12.1,3,Delinquent,292711.0
L201635,C104977,Personal Loan,DSA,2024-12-24,744000.0,48,21.05,7,Delinquent,431024.0
L201636,C103355,Auto Loan,DSA,2025-12-10,632000.0,60,12.45,15,Delinquent,566026.0
L201637,C103157,Auto Loan,Digital,2025-03-30,398000.0,24,9.76,8,Delinquent,132052.0
L201638,C101525,Auto Loan,Branch,2023-01-23,1074000.0,36,14.48,3,Delinquent,124913.0
L201639,C100355,Auto Loan,DSA,2024-12-30,213000.0,48,11.71,9,Delinquent,116196.0
L201640,C100304,Home Loan,Branch,2023-10-15,5349000.0,24,9.23,153,NPL,1046863.0
L201641,C102319,Education Loan,Branch,2024-12-10,855000.0,12,11.61,9,Delinquent,230156.0
L201642,C101589,Personal Loan,Branch,2025-08-17,596000.0,60,19.75,6,Delinquent,470468.0
L201643,C104803,Home Loan,Partner,2023-08-26,3679000.0,24,8.73,41,Delinquent,372518.0
L201644,C101464,Auto Loan,DSA,2025-03-09,156000.0,84,9.09,83,Delinquent,123380.0
L201645,C101074,Business Loan,Branch,2024-10-11,1595000.0,12,14.79,7,Delinquent,325379.0
L201646,C104096,Home Loan,Partner,2023-09-25,4636000.0,120,8.36,10,Delinquent,3188136.0
L201647,C104179,Education Loan,DSA,2025-06-30,231000.0,48,8.83,13,Delinquent,156149.0
L201648,C101883,Auto Loan,Digital,2025-07-26,1402000.0,48,14.82,52,Delinquent,1017379.0
L201649,C100409,Auto Loan,Branch,2023-01-09,723000.0,36,10.42,15,Delinquent,103177.0
L201650,C100493,Business Loan,Branch,2024-01-15,1328000.0,120,13.85,11,Delinquent,977308.0
L201651,C102605,Auto Loan,Branch,2023-03-30,1347000.0,12,14.1,51,Delinquent,274614.0
L201652,C104350,Home Loan,Digital,2024-12-23,5974000.0,24,9.38,6,Delinquent,1341847.0
L201653,C101934,Business Loan,Digital,2025-11-23,2078000.0,84,17.25,1,Delinquent,1883957.0
L201654,C100091,Personal Loan,Branch,2026-01-26,322000.0,48,21.13,9,Delinquent,251131.0
L201655,C101875,Education Loan,Branch,2024-04-20,156000.0,48,11.92,14,Delinquent,47921.0
L201656,C100016,Business Loan,Digital,2023-10-15,1986000.0,48,12.94,2,Delinquent,564219.0
L201657,C102118,Auto Loan,DSA,2024-01-12,354000.0,48,10.6,9,Delinquent,123682.0
L201658,C102374,Personal Loan,Branch,2023-03-08,388000.0,60,14.88,64,Delinquent,135256.0
L201659,C103655,Personal Loan,DSA,2024-02-24,581000.0,48,12.05,5,Delinquent,273621.0
L201660,C100347,Personal Loan,Partner,2025-03-03,881000.0,24,20.49,13,Delinquent,237286.0
L201661,C102404,Personal Loan,DSA,2023-01-22,685000.0,84,19.36,6,Delinquent,314232.0
L201662,C100886,Auto Loan,Digital,2025-05-24,442000.0,12,14.63,11,Delinquent,35360.0
L201663,C102333,Business Loan,DSA,2025-10-09,320000.0,120,13.79,47,Delinquent,312416.0
L201664,C104927,Auto Loan,Partner,2024-01-11,491000.0,48,12.22,6,Delinquent,160667.0
L201665,C103706,Home Loan,DSA,2025-07-10,4438000.0,48,8.95,4,Delinquent,3203180.0
L201666,C104222,Education Loan,Branch,2024-07-16,503000.0,60,10.13,15,Delinquent,312791.0
L201667,C100194,Business Loan,Branch,2026-04-01,657000.0,84,12.48,12,Delinquent,583793.0
L201668,C103821,Auto Loan,Branch,2024-08-24,784000.0,84,14.25,31,Delinquent,525906.0
L201669,C104330,Home Loan,Branch,2024-12-20,3992000.0,24,10.42,4,Delinquent,619431.0
L201670,C103354,Auto Loan,DSA,2025-09-06,1133000.0,60,10.67,15,Delinquent,859180.0
L201671,C103911,Home Loan,Branch,2023-11-25,1448000.0,84,10.91,1,Delinquent,774856.0
L201672,C100240,Personal Loan,DSA,2025-04-11,288000.0,60,15.49,172,NPL,214094.0
L201673,C103694,Auto Loan,Digital,2025-10-18,651000.0,36,14.58,2,Delinquent,491055.0
L201674,C104180,Auto Loan,Digital,2023-11-24,791000.0,24,11.45,18,Delinquent,140821.0
L201675,C101154,Personal Loan,Branch,2025-08-26,526000.0,12,11.4,42,Delinquent,106038.0
L201676,C102356,Education Loan,Branch,2023-11-24,127000.0,84,10.86,54,Delinquent,84756.0
L201677,C102114,Business Loan,Branch,2025-01-01,642000.0,120,12.51,59,Delinquent,533155.0
L201678,C100492,Auto Loan,Partner,2024-01-25,851000.0,48,9.06,7,Delinquent,319236.0
L201679,C100642,Personal Loan,Branch,2025-01-24,733000.0,120,21.57,14,Delinquent,648483.0
L201680,C101504,Personal Loan,Branch,2023-06-25,561000.0,12,15.86,12,Delinquent,88912.0
L201681,C100547,Auto Loan,Branch,2025-08-29,706000.0,120,9.7,9,Delinquent,674826.0
L201682,C102510,Business Loan,Digital,2023-06-11,2286000.0,24,14.4,12,Delinquent,244906.0
L201683,C100280,Home Loan,Digital,2024-02-07,1261000.0,36,9.21,1,Delinquent,213046.0
L201684,C100069,Personal Loan,Partner,2025-09-07,778000.0,24,17.63,10,Delinquent,496441.0
L201685,C103147,Personal Loan,Branch,2023-04-26,287000.0,36,16.48,15,Delinquent,31078.0
L201686,C101263,Personal Loan,Branch,2025-09-25,117000.0,12,19.43,58,Delinquent,12273.0
L201687,C101891,Auto Loan,DSA,2024-04-25,843000.0,48,9.04,5,Delinquent,349502.0
L201688,C101680,Home Loan,Branch,2023-11-09,2679000.0,12,9.33,15,Delinquent,486656.0
L201689,C102346,Personal Loan,Branch,2025-09-24,443000.0,24,11.47,7,Delinquent,203048.0
L201690,C102319,Home Loan,Partner,2025-10-17,5088000.0,120,10.62,4,Delinquent,4306620.0
L201691,C100667,Business Loan,Digital,2025-10-30,1641000.0,12,11.71,10,Delinquent,537885.0
L201692,C100010,Home Loan,Digital,2024-11-15,3638000.0,48,8.16,6,Delinquent,2355874.0
L201693,C102216,Personal Loan,Partner,2023-08-26,407000.0,48,21.78,25,Delinquent,118869.0
L201694,C102828,Auto Loan,Branch,2025-05-04,1352000.0,36,14.61,13,Delinquent,843734.0
L201695,C103843,Education Loan,Branch,2025-04-24,238000.0,48,10.43,12,Delinquent,159188.0
L201696,C100989,Personal Loan,Branch,2025-11-22,153000.0,84,15.03,13,Delinquent,136768.0
L201697,C100419,Personal Loan,Branch,2025-06-03,388000.0,36,19.61,138,NPL,231100.0
L201698,C102987,Auto Loan,Digital,2024-01-06,1441000.0,36,9.54,4,Delinquent,151509.0
L201699,C104512,Personal Loan,DSA,2024-06-21,169000.0,24,15.63,23,Delinquent,15542.0
L201700,C101196,Business Loan,Partner,2025-03-05,1628000.0,36,11.73,7,Delinquent,879258.0
L201701,C100429,Auto Loan,DSA,2025-07-21,745000.0,120,14.26,3,Delinquent,626601.0
L201702,C102014,Personal Loan,Partner,2024-01-06,489000.0,24,11.24,0,Current,60987.0
L201703,C102804,Business Loan,Digital,2023-11-08,2872000.0,24,10.95,59,Delinquent,445839.0
L201704,C103119,Auto Loan,Branch,2025-12-19,1115000.0,12,9.98,152,NPL,343536.0
L201705,C100565,Home Loan,Branch,2026-04-05,2497000.0,120,10.49,8,Delinquent,2497000.0
L201706,C103283,Personal Loan,Digital,2023-12-26,346000.0,24,18.24,149,NPL,40068.0
L201707,C101717,Auto Loan,Branch,2023-03-20,880000.0,24,12.19,13,Delinquent,135112.0
L201708,C100153,Business Loan,Branch,2025-01-20,2421000.0,84,13.18,56,Delinquent,1941532.0
L201709,C104612,Personal Loan,Partner,2023-01-20,182000.0,120,16.85,8,Delinquent,128556.0
L201710,C102676,Personal Loan,Branch,2023-08-18,321000.0,48,20.82,68,Delinquent,99711.0
L201711,C101527,Education Loan,DSA,2024-09-23,644000.0,36,9.11,6,Delinquent,273649.0
L201712,C104084,Home Loan,Branch,2024-03-19,3535000.0,60,9.66,2,Delinquent,1676418.0
L201713,C103986,Personal Loan,Digital,2023-02-28,867000.0,84,17.8,7,Delinquent,409324.0
L201714,C101033,Personal Loan,DSA,2024-02-26,271000.0,36,12.59,52,Delinquent,32425.0
L201715,C104804,Auto Loan,Branch,2025-03-20,863000.0,84,14.61,51,Delinquent,716549.0
L201716,C102660,Auto Loan,Branch,2025-06-19,1694000.0,48,14.08,58,Delinquent,1157640.0
L201717,C101312,Personal Loan,Digital,2025-06-21,838000.0,60,12.06,1,Delinquent,590545.0
L201718,C102239,Personal Loan,Digital,2023-12-10,686000.0,60,21.03,38,Delinquent,261111.0
L201719,C100939,Auto Loan,Branch,2025-03-06,1792000.0,48,11.51,13,Delinquent,1269312.0
L201720,C104250,Auto Loan,Digital,2024-01-28,513000.0,36,9.44,33,Delinquent,41040.0
L201721,C101344,Personal Loan,Branch,2025-02-20,75000.0,84,18.24,35,Delinquent,67660.0
L201722,C102194,Home Loan,Branch,2023-01-12,1468000.0,36,11.38,10,Delinquent,293021.0
L201723,C100343,Auto Loan,Partner,2024-05-06,1433000.0,60,14.64,142,NPL,720713.0
L201724,C104720,Personal Loan,Branch,2024-01-15,127000.0,24,14.97,6,Delinquent,17167.0
L201725,C101515,Personal Loan,Digital,2025-03-11,292000.0,60,17.84,11,Delinquent,210987.0
L201726,C103263,Business Loan,DSA,2023-11-23,2894000.0,24,16.94,5,Delinquent,435645.0
L201727,C101766,Business Loan,DSA,2023-12-26,1713000.0,48,10.82,100,NPL,553110.0
L201728,C102807,Personal Loan,Branch,2024-10-15,844000.0,48,20.62,13,Delinquent,452205.0
L201729,C102802,Business Loan,Digital,2025-02-23,721000.0,24,10.51,3,Delinquent,244027.0
L201730,C101460,Auto Loan,Digital,2024-04-27,202000.0,12,14.39,11,Delinquent,42365.0
L201731,C102161,Education Loan,Branch,2025-12-06,539000.0,24,11.77,6,Delinquent,389474.0
L201732,C102983,Education Loan,Branch,2026-03-22,1186000.0,24,11.02,2,Delinquent,1025257.0
L201733,C101087,Auto Loan,DSA,2024-12-28,197000.0,36,11.29,2,Delinquent,82460.0
L201734,C100657,Home Loan,Digital,2024-10-17,4732000.0,60,11.43,64,Delinquent,2823786.0
L201735,C100892,Personal Loan,Branch,2024-09-16,833000.0,36,15.36,12,Delinquent,299306.0
L201736,C102082,Home Loan,Digital,2023-03-29,5354000.0,84,10.35,0,Current,2729813.0
L201737,C101070,Home Loan,Digital,2024-05-08,3265000.0,48,10.81,126,NPL,1310800.0
L201738,C101423,Auto Loan,Branch,2025-08-29,1062000.0,24,13.08,9,Delinquent,594669.0
L201739,C103430,Personal Loan,Branch,2025-04-11,834000.0,12,20.04,133,NPL,152991.0
L201740,C103352,Business Loan,Branch,2023-03-05,1705000.0,12,13.85,167,NPL,148244.0
L201741,C104718,Education Loan,Digital,2023-06-16,904000.0,120,11.67,10,Delinquent,662426.0
L201742,C103820,Personal Loan,Digital,2025-10-01,878000.0,60,21.59,4,Delinquent,733345.0
L201743,C102123,Auto Loan,Branch,2025-05-31,1576000.0,84,11.74,8,Delinquent,1351474.0
L201744,C104644,Business Loan,Digital,2024-05-01,2762000.0,12,12.15,71,Delinquent,576246.0
L201745,C104605,Auto Loan,DSA,2026-02-04,1666000.0,24,13.19,137,NPL,1326639.0
L201746,C101111,Education Loan,Digital,2023-03-16,1103000.0,36,9.49,49,Delinquent,200505.0
L201747,C100858,Home Loan,Branch,2025-07-02,4314000.0,12,9.41,15,Delinquent,866987.0
L201748,C104424,Personal Loan,Branch,2026-03-18,469000.0,48,11.29,3,Delinquent,415804.0
L201749,C104452,Home Loan,Partner,2024-06-08,2289000.0,120,8.34,4,Delinquent,1903745.0
L201750,C104230,Home Loan,Branch,2024-08-17,5040000.0,84,11.38,5,Delinquent,3356676.0
L201751,C102302,Personal Loan,Branch,2023-09-12,761000.0,24,14.89,109,NPL,97795.0
L201752,C104313,Business Loan,DSA,2025-10-22,598000.0,84,15.13,8,Delinquent,476926.0
L201753,C103845,Auto Loan,DSA,2025-05-20,594000.0,24,9.95,8,Delinquent,273454.0
L201754,C103703,Personal Loan,Partner,2024-05-19,641000.0,36,20.21,99,NPL,158262.0
L201755,C103011,Home Loan,Digital,2023-10-09,4609000.0,84,10.13,2,Delinquent,2596898.0
L201756,C101339,Personal Loan,Partner,2024-07-07,412000.0,120,13.1,74,Delinquent,328975.0
L201757,C103737,Home Loan,Branch,2024-06-26,1296000.0,84,10.03,13,Delinquent,907517.0
L201758,C104390,Home Loan,DSA,2024-03-10,5250000.0,36,9.64,46,Delinquent,459538.0
L201759,C104422,Personal Loan,Branch,2025-10-04,693000.0,24,11.55,38,Delinquent,413102.0
L201760,C102998,Business Loan,Partner,2024-03-18,352000.0,48,11.52,5,Delinquent,165151.0
L201761,C100197,Education Loan,Partner,2023-05-18,716000.0,84,8.98,179,NPL,393066.0
L201762,C103704,Home Loan,DSA,2025-08-10,2977000.0,36,8.52,1,Delinquent,1930635.0
L201763,C101268,Auto Loan,Digital,2025-05-26,608000.0,48,14.67,3,Delinquent,419696.0
L201764,C101027,Education Loan,Branch,2023-02-06,154000.0,60,12.88,9,Delinquent,46036.0
L201765,C100393,Personal Loan,Digital,2025-04-14,535000.0,60,17.64,7,Delinquent,410955.0
L201766,C100788,Personal Loan,Branch,2024-08-10,641000.0,36,19.59,8,Delinquent,221558.0
L201767,C102451,Personal Loan,DSA,2025-03-19,732000.0,24,14.16,8,Delinquent,174754.0
L201768,C101385,Home Loan,Branch,2023-11-15,5632000.0,120,10.47,14,Delinquent,4066480.0
L201769,C101909,Personal Loan,Branch,2023-08-02,699000.0,120,18.45,76,Delinquent,517664.0
L201770,C102557,Auto Loan,Branch,2024-10-30,236000.0,84,12.76,142,NPL,178409.0
L201771,C102636,Home Loan,DSA,2023-03-07,3708000.0,24,8.28,25,Delinquent,296640.0
L201772,C102084,Personal Loan,Digital,2023-09-16,392000.0,36,19.75,9,Delinquent,53151.0
L201773,C102265,Home Loan,Digital,2023-02-23,3760000.0,36,10.39,120,NPL,422861.0
L201774,C104439,Personal Loan,Branch,2024-02-23,740000.0,12,13.97,6,Delinquent,110099.0
L201775,C101416,Home Loan,Branch,2025-12-23,4622000.0,48,8.89,14,Delinquent,3971041.0
L201776,C100066,Personal Loan,Digital,2024-10-01,362000.0,48,13.97,119,NPL,190121.0
L201777,C104002,Personal Loan,Branch,2025-06-05,507000.0,84,19.15,8,Delinquent,410339.0
L201778,C100401,Personal Loan,DSA,2025-06-09,113000.0,24,17.21,4,Delinquent,55104.0
L201779,C103873,Auto Loan,Digital,2023-06-01,1332000.0,48,12.85,14,Delinquent,225581.0
L201780,C101628,Personal Loan,Partner,2026-02-09,490000.0,36,11.77,7,Delinquent,411111.0
L201781,C104208,Auto Loan,Branch,2023-07-05,1293000.0,24,9.08,27,Delinquent,103440.0
L201782,C100839,Business Loan,Digital,2023-10-19,2533000.0,48,15.29,13,Delinquent,869661.0
L201783,C100823,Home Loan,Partner,2025-02-25,5279000.0,24,10.3,15,Delinquent,1354870.0
L201784,C102034,Personal Loan,Partner,2024-08-02,528000.0,84,19.51,1,Delinquent,353658.0
L201785,C102095,Auto Loan,Digital,2023-09-15,152000.0,48,10.83,13,Delinquent,30488.0
L201786,C103588,Personal Loan,Branch,2024-02-23,875000.0,84,21.47,3,Delinquent,558236.0
L201787,C103238,Business Loan,Digital,2024-05-05,2451000.0,24,10.91,2,Delinquent,535579.0
L201788,C104968,Business Loan,Digital,2024-12-28,2990000.0,48,16.48,10,Delinquent,1894463.0
L201789,C103387,Home Loan,Branch,2025-08-06,5947000.0,36,11.0,59,Delinquent,3902580.0
L201790,C101011,Personal Loan,Branch,2024-03-15,165000.0,84,14.32,0,Current,103003.0
L201791,C100443,Auto Loan,Digital,2024-04-15,382000.0,120,10.72,88,Delinquent,319666.0
L201792,C101330,Auto Loan,Branch,2023-04-27,1633000.0,36,10.71,61,Delinquent,174550.0
L201793,C104918,Personal Loan,Partner,2026-02-20,352000.0,48,14.82,2,Delinquent,315219.0
L201794,C103844,Business Loan,Branch,2025-01-07,2277000.0,48,14.06,67,Delinquent,1358204.0
L201795,C103706,Personal Loan,Partner,2023-11-08,462000.0,24,12.78,14,Delinquent,105520.0
L201796,C101361,Business Loan,Digital,2023-02-12,459000.0,12,17.24,14,Delinquent,65520.0
L201797,C102344,Business Loan,Partner,2026-02-13,600000.0,84,13.21,1,Delinquent,600000.0
L201798,C103519,Personal Loan,DSA,2023-02-21,619000.0,12,12.79,1,Delinquent,101535.0
L201799,C104735,Personal Loan,Branch,2023-08-07,236000.0,12,16.01,125,NPL,20274.0
L201800,C102918,Home Loan,Branch,2025-11-27,1500000.0,24,10.78,16,Delinquent,1062452.0
L201801,C100107,Business Loan,Branch,2024-02-10,2362000.0,48,13.17,11,Delinquent,1057886.0
L201802,C104275,Personal Loan,DSA,2025-11-10,855000.0,84,15.4,157,NPL,774903.0
L201803,C104669,Personal Loan,Branch,2024-10-22,149000.0,120,19.26,4,Delinquent,128666.0
L201804,C100167,Auto Loan,DSA,2024-11-06,524000.0,120,13.07,8,Delinquent,486254.0
L201805,C101962,Personal Loan,Partner,2026-01-23,227000.0,120,20.69,156,NPL,222568.0
L201806,C104899,Personal Loan,Digital,2023-01-22,86000.0,60,17.95,103,NPL,17837.0
L201807,C104768,Business Loan,Digital,2024-02-22,2179000.0,48,13.19,9,Delinquent,726909.0
L201808,C104822,Home Loan,Partner,2024-02-16,5139000.0,12,8.93,2,Delinquent,770599.0
L201809,C104878,Auto Loan,DSA,2025-05-29,714000.0,48,14.59,5,Delinquent,492886.0
L201810,C100112,Personal Loan,Branch,2024-02-20,131000.0,60,16.76,13,Delinquent,60727.0
L201811,C100756,Home Loan,Branch,2025-11-22,5452000.0,60,8.88,37,Delinquent,5028519.0
L201812,C102498,Auto Loan,Digital,2025-05-15,1274000.0,24,10.15,26,Delinquent,468941.0
